Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The length of the statement  "            tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });" is 176.
Long Statement,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The length of the statement  "            tableA.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' });" is 175.
Long Statement,ProtoBuf.Data.Tests,TheSerializeMethod,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\DataSerializerEngineTests.TheSerializeMethod.cs,ShouldThrowExceptionIfStreamIsNull1,The length of the statement  "                Assert.Throws<ArgumentNullException>(() => engine.Serialize(null' Mock.Of<IDataReader>()' new ProtoDataWriterOptions()));" is 121.
Long Statement,ProtoBuf.Data.Tests,TheSerializeMethod,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\DataSerializerEngineTests.TheSerializeMethod.cs,ShouldThrowExceptionIfDataReaderIsNull,The length of the statement  "                Assert.Throws<ArgumentNullException>(() => engine.Serialize(Mock.Of<Stream>()' (IDataReader)null' new ProtoDataWriterOptions()));" is 129.
Long Statement,ProtoBuf.Data.Tests,TheSerializeMethod,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\DataSerializerEngineTests.TheSerializeMethod.cs,ShouldThrowExceptionIfDataTableIsNull,The length of the statement  "                Assert.Throws<ArgumentNullException>(() => engine.Serialize(Mock.Of<Stream>()' (DataTable)null' new ProtoDataWriterOptions()));" is 127.
Long Statement,ProtoBuf.Data.Tests,TheSerializeMethod,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\DataSerializerEngineTests.TheSerializeMethod.cs,ShouldThrowExceptionIfDataSetIsNull,The length of the statement  "                Assert.Throws<ArgumentNullException>(() => engine.Serialize(Mock.Of<Stream>()' (DataSet)null' new ProtoDataWriterOptions()));" is 125.
Long Statement,ProtoBuf.Data.Tests,TestData,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\TestData.cs,SmallDataTable,The length of the statement  "            table.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' }' 0.1' 0.2' null' TimeSpan.Zero);" is 206.
Long Statement,ProtoBuf.Data.Tests,TestData,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\TestData.cs,SmallDataTable,The length of the statement  "            table.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' }' 0.3' 0.4' 'c'' TimeSpan.Zero);" is 204.
Long Statement,ProtoBuf.Data.Tests,TestData,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\TestData.cs,SmallDataTable,The length of the statement  "            table.Rows.Add(new DateTime(2008' 01' 11' 11' 4' 1' 491)' null' "Foo"' Guid.Empty' string.Empty' null' new char[0]' -0.3' -0.4' 'a'' TimeSpan.FromDays(1));" is 155.
Long Statement,ProtoBuf.Data.Tests,TestData,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\TestData.cs,DataReaderFromSql,The length of the statement  "                throw new Exception("These tests require data from the 'AdventureWorksDW2008R2' SQL Server database to run. You can grab it from here: http://msftdbprodsamples.codeplex.com/"' e);" is 179.
Magic Number,ProtoBuf.Data.Tests,When_the_reader_has_been_closed,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\AfterCloseTests.cs,Should_throw_an_exception_if_you_try_to_move_to_get_the_row,The following statement contains a magic number: var dummy = new object[10];
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,ShouldBeBackwardsCompatible,The following statement contains a magic number: var pathWithoutExtension = input.Substring(0' input.Length - 6);
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(2011' 04' 05' 12' 16' 41' 300)' 42' "Foo"' Guid.Parse("6891816b-a4b9-4749-a9f5-9f6deb377a65")' "sdfsdf"' new byte[] { 1' 2' 3' 4 }' new[] { 'a' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' });
Magic Number,ProtoBuf.Data.Tests,BackwardsCompatibilityTests,C:\research\architectureSmells\repos\rdingwall_protobuf-net-data\test\protobuf-net-data.Tests\BackwardsCompatibilityTests.cs,CreateTablesForBackwardsCompatibilityTest,The following statement contains a magic number: tableA.Rows.Add(new DateTime(1920' 04' 03' 12' 48' 31' 210)' null' "Bar"' Guid.Parse("28545f31-ca0c-40c1-bae0-9b79ca84091b")' "o2389uf"' new byte[0]' new[] { 'a'' 'b'' 'c' });
