Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AsyncResult,8,4,5,0,0,101,13,3,0,0.78,0,3
CompletedAsyncResult,0,2,0,0,2,11,2,0,1,0,1,0
TypedAsyncResult,1,3,1,0,1,22,3,1,1,0.67,1,1
TypedCompletedAsyncResult,0,2,0,0,2,15,3,0,2,0,1,0
ChainedAsyncResult,6,7,0,0,2,76,12,0,1,0.68,2,1
InterceptingBindingElementImporter,0,2,0,0,0,9,2,0,0,0,1,0
InterceptingElement,0,3,1,0,0,16,3,1,0,0,1,0
ChannelMessageInterceptor,0,5,0,0,5,16,5,1,0,0,0,8
InterceptingChannelBase,2,11,1,0,1,62,13,1,0,0.91,1,0
InterceptingBindingElement,1,9,1,0,7,63,11,0,0,0.89,3,1
InterceptingChannelFactory,2,10,1,0,2,275,18,0,0,0.9,5,1
InterceptingInputChannel,0,13,1,0,12,189,17,1,1,0,1,1
InterceptingDuplexChannel,0,6,2,0,6,38,6,1,2,0,1,2
InterceptingDuplexSessionChannel,1,1,1,0,1,13,1,0,3,1,1,2
InterceptingChannelListener,2,16,2,0,2,399,25,0,0,0.97,4,1
TimeoutHelper,2,10,4,0,10,157,23,0,0,1,0,2
