Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Scurry.Executor.Manager,JobManager,C:\repos\CompassPHS_scurrynet\src\Scurry.Executor.Manager\JobManager.cs,LoadJobs,Cyclomatic complexity of the method is 8
Long Statement,Scurry.Executor.Manager,JobManager,C:\repos\CompassPHS_scurrynet\src\Scurry.Executor.Manager\JobManager.cs,Resolve,The length of the statement  "	appDomain.CreateInstanceFromAndUnwrap (Path.Combine (AppDomain.CurrentDomain.BaseDirectory' "Scurry.Executor.Loader.dll")' "Scurry.Executor.Loader.Resolver"' false' 0' null' new object[] { " is 188.
Long Statement,Scurry.Executor.Manager,JobManager,C:\repos\CompassPHS_scurrynet\src\Scurry.Executor.Manager\JobManager.cs,GetLoader,The length of the statement  "	return appDomain.CreateInstanceFromAndUnwrap (Path.Combine (AppDomain.CurrentDomain.BaseDirectory' "Scurry.Executor.Loader.dll")' "Scurry.Executor.Loader.AssemblyLoader") as AssemblyLoader; " is 189.
