Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Nocco,Nocco,C:\repos\dontangg_nocco\Nocco\Nocco.cs,Parse,The length of the statement  "					docs = language.MarkdownMaps.Aggregate(docs' (currentDocs' map) => Regex.Replace(currentDocs' map.Key' map.Value' RegexOptions.Multiline)); " is 139.
Long Statement,Nocco,Nocco,C:\repos\dontangg_nocco\Nocco\Nocco.cs,GenerateHtml,The length of the statement  "			htmlTemplate.GetSourcePath = s => Path.Combine(pathToRoot' Path.ChangeExtension(s.ToLower()' ".html").Substring(2)).Replace('\\'' '/'); " is 135.
Long Statement,Nocco,Nocco,C:\repos\dontangg_nocco\Nocco\Nocco.cs,GetDestination,The length of the statement  "			var dirs = Path.GetDirectoryName(filepath).Substring(1).Split(new[] { Path.DirectorySeparatorChar }' StringSplitOptions.RemoveEmptyEntries); " is 140.
Magic Number,Nocco,Nocco,C:\repos\dontangg_nocco\Nocco\Nocco.cs,GenerateHtml,The following statement contains a magic number: htmlTemplate.GetSourcePath = s => Path.Combine(pathToRoot' Path.ChangeExtension(s.ToLower()' ".html").Substring(2)).Replace('\\'' '/');
