Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Game,2,7,0,0,2,53,10,0,0,0,0,1
TestGame,2,10,0,0,7,81,11,0,0,0,1,0
EnumerableComparer,1,3,0,0,3,57,7,0,0,0,0,0
SimpleNaturalStringOrder,1,8,1,0,5,105,20,0,0,0.62,0,0
FizzBuzz,0,11,0,0,2,80,21,0,0,-1,0,1
TestFizzBuzz,1,5,0,0,5,48,5,0,0,0.6,1,0
FizzBuzzRx,0,1,0,0,1,24,2,0,0,-1,0,1
TestFizzBuzzRx,0,5,0,0,5,36,5,0,0,-1,1,0
LCDDigits,2,4,0,0,0,80,6,0,0,0,0,1
TestLCDDigits,0,4,0,0,4,29,4,0,0,-1,1,0
Constants,1,0,0,1,0,4,0,0,0,-1,0,1
MineFields,1,18,0,0,2,92,26,0,0,0,1,1
TestMineFields,0,11,0,0,11,147,11,0,0,-1,1,0
OddEven,0,8,0,0,2,62,12,0,0,-1,0,1
TestOddEven,0,2,0,0,2,26,2,0,0,-1,1,0
Calculator,0,10,0,0,1,53,12,0,0,-1,0,1
TestCalculator,0,7,0,0,7,78,7,0,0,-1,1,0
StringSumKata,0,3,0,0,1,17,3,0,0,-1,0,1
TestStringSumKata,0,1,0,0,1,12,1,0,0,-1,1,0
CalcStat,0,5,0,0,1,46,8,0,0,-1,0,1
CalcStatTest,0,5,0,0,4,33,5,0,0,-1,1,0
Diversion,0,0,0,0,0,3,0,0,0,-1,0,0
TestDiversion,0,2,0,0,2,15,2,0,0,-1,0,0
GameOfLife,0,0,0,0,0,3,0,0,0,-1,0,0
TestGameOfLife,0,2,0,0,2,15,2,0,0,-1,0,0
HarryPoter,0,0,0,0,0,3,0,0,0,-1,0,0
TestHarryPoter,0,2,0,0,2,15,2,0,0,-1,0,0
LeapYear,0,1,0,0,1,7,1,0,0,-1,0,1
LeapYearTest,0,2,0,0,2,19,2,0,0,-1,1,0
NaturalStringSorting,0,3,0,0,2,42,8,0,0,-1,0,1
NaturalStringSortingTest,2,5,0,0,4,84,5,0,0,0,1,0
PrimeFactor,0,1,0,0,1,11,5,0,0,-1,0,1
PrimeFactorTest,0,8,0,0,7,44,8,0,0,-1,1,0
RecentlyUsedList,3,13,2,0,8,98,18,0,0,0.15,0,0
RecentlyUsedListTest,2,13,0,0,12,139,14,0,0,0,0,0
WordWrap,0,6,0,0,1,64,15,0,0,-1,0,1
WordWrapTest,0,5,0,0,5,35,5,0,0,-1,1,0
