Implementation smell,Namespace,Class,File,Method,Description
Magic Number,FluentMigrator.Example.Migrations,AddNotesTable,C:\repos\schambers_fluentmigrator\src\FluentMigrator.Example\FluentMigrator.Example\Migrations\2_AddNotesTable.cs,Up,The following statement contains a magic number: Create.Table("Notes")  				.WithIdColumn()  				.WithColumn("Body").AsString(4000).NotNullable()  				.WithTimeStamps()  				.WithColumn("User_id").AsInt32();
