Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
IOperationCalculatorFunction,0,1,0,0,0,5,1,10,0,0,0,2
OperationPriority,0,0,0,0,0,5,0,0,0,0,0,2
OperationKind,0,0,0,0,0,7,0,0,0,0,0,5
MathOperation,6,5,6,0,3,78,11,0,0,0.73,2,4
Add,0,1,0,0,1,8,1,0,1,0,0,0
Conditional,0,1,0,0,1,8,1,0,1,0,0,0
Cosinus,0,1,0,0,1,7,1,0,1,0,0,0
Divide,0,1,0,0,1,11,2,0,1,0,2,0
Multiply,0,1,0,0,1,8,1,0,1,0,0,0
Negation,0,1,0,0,1,8,1,0,1,0,0,0
Positivation,0,1,0,0,1,8,1,0,1,0,0,0
Powering,0,1,0,0,1,7,1,0,1,0,0,0
Sinus,0,1,0,0,1,9,1,0,1,0,0,0
Substract,0,1,0,0,1,8,1,0,1,0,0,0
Variable,2,1,2,0,1,26,2,0,0,0,0,3
