Implementation smell,Namespace,Class,File,Method,Description
Long Statement,FSpot.Exporters.CD,CDExport,C:\research\architectureSmells\repos\mono_f-spot\src\Extensions\Exporters\FSpot.Exporters.CD\FSpot.Exporters.CD\CDExport.cs,Transfer,The length of the statement  "					throw new Exception ($"{progress_dialog.Message}{Environment.NewLine}{Catalog.GetString ("Error While Transferring")}{Environment.NewLine}{result.ToString ()}");" is 161.
Long Statement,FSpot.Exporters.CD,CDExportDialog,C:\research\architectureSmells\repos\mono_f-spot\src\Extensions\Exporters\FSpot.Exporters.CD\FSpot.Exporters.CD\CDExportDialog.cs,HandleBrowseExisting,The length of the statement  "				listwindow.DeleteEvent += delegate (object o' Gtk.DeleteEventArgs e) { (o as Gtk.Window).Destroy (); listwindow = null; };" is 122.
Magic Number,FSpot.Exporters.CD,CDExportDialog,C:\research\architectureSmells\repos\mono_f-spot\src\Extensions\Exporters\FSpot.Exporters.CD\FSpot.Exporters.CD\CDExportDialog.cs,HandleBrowseExisting,The following statement contains a magic number: listwindow.SetDefaultSize (400' 200);
Magic Number,FSpot.Exporters.CD,CDExportDialog,C:\research\architectureSmells\repos\mono_f-spot\src\Extensions\Exporters\FSpot.Exporters.CD\FSpot.Exporters.CD\CDExportDialog.cs,HandleBrowseExisting,The following statement contains a magic number: listwindow.SetDefaultSize (400' 200);
