Method,LOC,CC,PC
RegularArticle:RegularArticle,8,1,5
RegularArticle:RegularArticle,2,1,1
RegularArticle:RegularArticle,2,1,0
RegularArticle:ToCsvLine,9,1,0
ArtikelProcessor:convertToType,8,2,1
ArtikelProcessor:preprocessArtikel,37,13,3
ArtikelProcessor:postprocessArtikel,2,1,1
Discount:Discount,5,1,1
Discount:Discount,2,1,0
Discount:isDiscountTag,3,1,1
Discount:getAmountOfTag,15,3,1
DiscountInputBox:DiscountInputBox,8,1,0
DiscountInputBox:Button_Click,10,2,2
DiscountInputBox:textBox1_KeyDown,5,2,2
DiscountInputBox:ShowWithResult,4,1,0
DiscountInputBox:textBox1_KeyUp,9,2,2
ArticleView:ArticleView,8,1,1
ArticleView:ArticleView,17,4,2
ArticleView:button1_Click,32,6,2
ArticleView:textBox3_GotFocus,3,1,2
AbstractArticle:AbstractArticle,5,1,4
AbstractArticle:AbstractArticle,2,1,1
AbstractArticle:AbstractArticle,2,1,0
ArticleManager:ArticleManager,5,1,1
ArticleManager:updateGrid,4,1,0
ArticleManager:button1_Click,6,1,2
ArticleManager:button2_Click,11,2,2
ArticleManager:button3_Click,12,3,2
ArticleManager:button4_Click,15,3,2
ArticleManager:button5_Click,16,3,2
DAO:DAO,3,1,0
DAO:getInstance,6,2,0
DAO:InitDb,4,1,0
DAO:SaveArticleList,5,2,1
DAO:SaveArticle,14,4,1
DAO:deleteArticleByNumberCore,3,1,2
DAO:DeleteArticleByNumber,10,3,1
DAO:getArticleByNumberCore,10,2,2
DAO:GetArticleByNumber,12,3,1
DAO:GetAllArticles,17,4,0
DAO:getStockItemByNumberCore,10,2,2
DAO:deleteStockItemByNumberCore,3,1,2
DAO:DeleteStockItemByNumber,10,3,1
DAO:AddItemToStock,15,4,1
DAO:setStockCore,7,2,2
DAO:SetItemToStock,10,3,1
DAO:TakeOutOfStock,15,4,2
DAO:GetStock,17,4,0
DAO:getCounterCore,8,1,2
DAO:getCounter,15,4,1
DAO:deleteCounterCore,3,1,2
DAO:setCounter,14,4,1
DAO:SaveInvoice,13,4,1
DAO:GetAllInvoices,19,4,0
DAO:LoadPreferences,2,1,0
DAO:SavePreferences,2,1,0
DAO:ChangeStock,2,1,2
DAO:GetStockItemQuantity,3,1,1
DAO:ChangeIventory,3,1,2
DAO:GetInventory,3,1,0
DAO:ClearIventory,2,1,1
Importer:ParseCSV,23,2,1
Importer:ImportArticleFromCsv,38,7,2
ISposDb:InitDb,1,1,0
ISposDb:SaveArticle,1,1,1
ISposDb:SaveArticleList,1,1,1
ISposDb:DeleteArticleByNumber,1,1,1
ISposDb:GetArticleByNumber,1,1,1
ISposDb:GetAllArticles,1,1,0
ISposDb:DeleteStockItemByNumber,1,1,1
ISposDb:AddItemToStock,1,1,1
ISposDb:SetItemToStock,1,1,1
ISposDb:TakeOutOfStock,1,1,2
ISposDb:GetStock,1,1,0
ISposDb:SaveInvoice,1,1,1
ISposDb:GetAllInvoices,1,1,0
ISposDb:SavePreferences,1,1,0
ISposDb:LoadPreferences,1,1,0
ISposDb:ChangeStock,1,1,2
ISposDb:GetStockItemQuantity,1,1,1
ISposDb:ChangeIventory,1,1,2
ISposDb:GetInventory,1,1,0
ISposDb:ClearIventory,1,1,1
SQL_DAO:SQL_DAO,3,1,0
SQL_DAO:getInstance,6,2,0
SQL_DAO:InitDb,26,1,0
SQL_DAO:SaveArticle,20,3,1
SQL_DAO:SaveArticleList,42,7,1
SQL_DAO:DeleteArticleByNumber,11,3,1
SQL_DAO:GetArticleByNumber,17,4,1
SQL_DAO:GetAllArticles,16,4,0
SQL_DAO:DeleteStockItemByNumber,11,3,1
SQL_DAO:AddItemToStock,13,3,1
SQL_DAO:SetItemToStock,13,3,1
SQL_DAO:TakeOutOfStock,7,1,2
SQL_DAO:GetStock,17,4,0
SQL_DAO:SaveInvoice,63,7,1
SQL_DAO:GetAllInvoices,31,6,0
SQL_DAO:SavePreferences,59,5,0
SQL_DAO:LoadPreferences,44,7,0
SQL_DAO:ChangeStock,11,3,2
SQL_DAO:GetStockItemQuantity,16,4,1
SQL_DAO:ChangeIventory,20,4,2
SQL_DAO:GetInventory,13,4,0
SQL_DAO:ClearIventory,11,3,1
Exporter:Exporter,2,1,0
Exporter:ExportInvoiceJornal,21,3,2
Exporter:ExportArticleDb,20,3,2
InventoryItem:InventoryItem,6,1,4
InventoryItem:InventoryItem,5,1,1
InventoryItem:button2_Click,4,1,2
InventoryItem:button1_Click,33,5,2
InventoryItem:textbox2_KeyDown,34,6,2
InventoryItem:Window_Closing,3,1,2
