Namespace,Type,Method,LOC,CC,PC
Example,RouteConfig,RegisterRoutes,8,1,1
Example,MvcApplication,Application_Start,4,1,0
Example.Controllers,HomeController,Index,3,1,0
Example.Controllers,HomeController,Page1,3,1,0
Example.Controllers,HomeController,Page2,3,1,0
Example.Controllers,HomeController,Page3,3,1,0
