Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Courier.Tasks,ConsoleSpiner,C:\repos\umbraco_Courier\Samples\Courier.Tasks\Extract.cs,Turn,The following statement contains a magic number: switch (counter % 4)              {                  case 0: Console.Write("/"); break;                  case 1: Console.Write("-"); break;                  case 2: Console.Write("\\"); break;                  case 3: Console.Write("-"); break;              }
Magic Number,Courier.Tasks,ConsoleSpiner,C:\repos\umbraco_Courier\Samples\Courier.Tasks\Extract.cs,Turn,The following statement contains a magic number: switch (counter % 4)              {                  case 0: Console.Write("/"); break;                  case 1: Console.Write("-"); break;                  case 2: Console.Write("\\"); break;                  case 3: Console.Write("-"); break;              }
Magic Number,Courier.Tasks,ConsoleSpiner,C:\repos\umbraco_Courier\Samples\Courier.Tasks\Extract.cs,Turn,The following statement contains a magic number: switch (counter % 4)              {                  case 0: Console.Write("/"); break;                  case 1: Console.Write("-"); break;                  case 2: Console.Write("\\"); break;                  case 3: Console.Write("-"); break;              }
Missing Default,Courier.Tasks,ConsoleSpiner,C:\repos\umbraco_Courier\Samples\Courier.Tasks\Extract.cs,Turn,The following switch statement is missing a default case: switch (counter % 4)              {                  case 0: Console.Write("/"); break;                  case 1: Console.Write("-"); break;                  case 2: Console.Write("\\"); break;                  case 3: Console.Write("-"); break;              }
