Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus.Common' DurableTask.ServiceBus,DurableTask.ServiceBus.Common.ServiceBusUtils' DurableTask.ServiceBus.ServiceBusOrchestrationService
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus.Common' DurableTask.ServiceBus' DurableTask.ServiceBus.Settings,DurableTask.ServiceBus.Common.ServiceBusUtils' DurableTask.ServiceBus.ServiceBusOrchestrationService' DurableTask.ServiceBus.Settings.ServiceBusOrchestrationServiceSettings
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus.Common' DurableTask.ServiceBus' DurableTask.ServiceBus.Settings' DurableTask.ServiceBus,DurableTask.ServiceBus.Common.ServiceBusUtils' DurableTask.ServiceBus.ServiceBusOrchestrationService' DurableTask.ServiceBus.Settings.ServiceBusOrchestrationServiceSettings
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus.Common' DurableTask.ServiceBus' DurableTask.ServiceBus.Settings' DurableTask.ServiceBus' DurableTask.ServiceBus.Settings,DurableTask.ServiceBus.Common.ServiceBusUtils' DurableTask.ServiceBus.ServiceBusOrchestrationService' DurableTask.ServiceBus.Settings.ServiceBusOrchestrationServiceSettings
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus' DurableTask.ServiceBus.Settings,DurableTask.ServiceBus.ServiceBusOrchestrationService' DurableTask.ServiceBus.Settings.ServiceBusOrchestrationServiceSettings
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Settings,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus.Settings' DurableTask.ServiceBus' DurableTask.ServiceBus.Tracking' DurableTask.ServiceBus,DurableTask.ServiceBus.Settings.ServiceBusOrchestrationServiceSettings' DurableTask.ServiceBus.ServiceBusOrchestrationService' DurableTask.ServiceBus.Tracking.AzureTableOrchestrationHistoryEventEntity
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Settings,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus.Settings' DurableTask.ServiceBus.Common' DurableTask.ServiceBus' DurableTask.ServiceBus.Tracking' DurableTask.ServiceBus,DurableTask.ServiceBus.Settings.ServiceBusOrchestrationServiceSettings' DurableTask.ServiceBus.Common.ServiceBusUtils' DurableTask.ServiceBus.ServiceBusOrchestrationService' DurableTask.ServiceBus.Tracking.AzureTableOrchestrationHistoryEventEntity
Cyclic Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Tracking,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DurableTask.ServiceBus.Tracking' DurableTask.ServiceBus,DurableTask.ServiceBus.Tracking.AzureTableOrchestrationHistoryEventEntity' DurableTask.ServiceBus.ServiceBusOrchestrationService
Unstable Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): DurableTask.ServiceBus.Common,DurableTask.ServiceBus.ServiceBusUtils
Unstable Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Settings,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): DurableTask.ServiceBus,DurableTask.ServiceBus.Settings.ServiceBusConstants
Unstable Dependency,DurableTask.ServiceBus,DurableTask.ServiceBus.Tracking,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): DurableTask.ServiceBus,DurableTask.ServiceBus.Tracking.ServiceBusConstants' DurableTask.ServiceBus.Tracking.ServiceBusOrchestrationService
Feature Concentration,DurableTask.ServiceBus,DurableTask.ServiceBus.Tracking,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AzureStorageBlobStore' BlobStorageClient' BlobStorageClientHelper]' [AzureTableClient' AzureTableCompositeTableEntity' AzureTableConstants' AzureTableInstanceStore' AzureTableOrchestrationHistoryEventEntity' AzureTableOrchestrationJumpStartEntity' AzureTableOrchestrationStateEntity]' [JumpStartManager]. LCC (Lack of Component Cohesion) = 0.27,DurableTask.ServiceBus.Tracking.AzureStorageBlobStore' DurableTask.ServiceBus.Tracking.BlobStorageClient' DurableTask.ServiceBus.Tracking.BlobStorageClientHelper' DurableTask.ServiceBus.Tracking.JumpStartManager
