Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,Initialize,The length of the statement  "            this.customExceptions = typeof(TaskHubWorker).Assembly.GetTypes().Where(_ => typeof(Exception).IsAssignableFrom(_) && _.IsPublic).ToList(); " is 139.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionNamespace,The length of the statement  "                Assert.AreEqual(DefaultExceptionsNamespace' _.Namespace' "All custom exception must be defined in the '{DefaultExceptionsNamespace}' namespace"); " is 145.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionDefaultConstructors,The length of the statement  "                ConstructorInfo constructor = _.GetConstructor(BindingFlags.Instance | BindingFlags.Public' null' CallingConventions.HasThis' new Type[0]' null); " is 145.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionDefaultConstructors,The length of the statement  "                constructor = _.GetConstructor(BindingFlags.Instance | BindingFlags.Public' null' CallingConventions.HasThis' new[] { typeof(string) }' null); " is 142.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionDefaultConstructors,The length of the statement  "                constructor = _.GetConstructor(BindingFlags.Instance | BindingFlags.Public' null' CallingConventions.HasThis' new[] { typeof(string)' typeof(Exception) }' null); " is 161.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionDefaultConstructors,The length of the statement  "                Assert.IsNotNull(constructor' $"Default constructor .ctor(string' Exception) for exception '{_.FullName}' does not exist"); " is 123.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionDefaultConstructors,The length of the statement  "                Assert.AreSame(timeOutException' exception.InnerException' $"Inner exception for exception '{_.FullName}' was not set properly"); " is 129.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionSerialization,The length of the statement  "                ConstructorInfo constructor = _.GetConstructor(BindingFlags.Instance | BindingFlags.NonPublic' null' CallingConventions.HasThis' new[] { typeof(SerializationInfo)' typeof(StreamingContext) }' null); " is 198.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionSerialization,The length of the statement  "                Assert.IsNotNull(constructor' $"Constructor .ctor(SerializationInfo' StreamingContext) for exception '{_.FullName}' does not exist"); " is 133.
Long Statement,DurableTask.Core.Tests,CustomExceptionsTests,D:\research\architectureSmells\repos\affandar_durabletask\Test\DurableTask.Core.Tests\CustomExceptionsTests.cs,CustomExceptionSerialization,The length of the statement  "                Assert.AreEqual(false' constructor.IsPrivate' $"Constructor .ctor(SerializationInfo' StreamingContext) for exception '{_.FullName}' must be protected"); " is 152.
