Method,LOC,CC,PC
BrokeredMessageExtensions:DeliveryLatency,8,2,1
ServiceBusUtils:GetBrokeredMessageFromObjectAsync,3,1,2
ServiceBusUtils:GetBrokeredMessageFromObjectAsync,68,6,7
ServiceBusUtils:GenerateBrokeredMessageWithCompressionTypeProperty,5,1,2
ServiceBusUtils:GenerateBrokeredMessageWithBlobKeyPropertyAsync,28,3,6
ServiceBusUtils:GetObjectFromBrokeredMessageAsync,50,4,2
ServiceBusUtils:LoadMessageStreamAsync,21,4,2
ServiceBusUtils:CheckAndLogDeliveryCount,6,2,3
ServiceBusUtils:CheckAndLogDeliveryCount,6,2,2
ServiceBusUtils:CheckAndLogDeliveryCount,3,1,2
ServiceBusUtils:CheckAndLogDeliveryCount,24,3,3
ServiceBusUtils:CreateMessagingFactory,5,1,1
ServiceBusOrchestrationService:ServiceBusOrchestrationService,30,3,5
ServiceBusOrchestrationService:StartAsync,20,3,0
ServiceBusOrchestrationService:StopAsync,3,1,0
ServiceBusOrchestrationService:StopAsync,23,3,1
ServiceBusOrchestrationService:CreateAsync,3,1,0
ServiceBusOrchestrationService:CreateAsync,12,2,1
ServiceBusOrchestrationService:CreateIfNotExistsAsync,12,2,0
ServiceBusOrchestrationService:DeleteAsync,3,1,0
ServiceBusOrchestrationService:DeleteAsync,19,4,1
ServiceBusOrchestrationService:HubExistsAsync,8,1,0
ServiceBusOrchestrationService:GetPendingOrchestrationsCount,3,1,0
ServiceBusOrchestrationService:GetPendingWorkItemsCount,3,1,0
ServiceBusOrchestrationService:GetQueueCount,12,2,1
ServiceBusOrchestrationService:GetHubQueueMaxDeliveryCountsAsync,10,1,0
ServiceBusOrchestrationService:IsMaxMessageCountExceeded,5,1,2
ServiceBusOrchestrationService:GetDelayInSecondsAfterOnProcessException,7,2,1
ServiceBusOrchestrationService:GetDelayInSecondsAfterOnFetchException,12,3,1
ServiceBusOrchestrationService:LockNextTaskOrchestrationWorkItemAsync,56,5,2
ServiceBusOrchestrationService:UpdateInstanceStoreAsync,21,1,2
ServiceBusOrchestrationService:GetSessionInstanceForWorkItem,7,2,1
ServiceBusOrchestrationService:GetAndDeleteSessionInstanceForWorkItem,9,2,1
ServiceBusOrchestrationService:RenewTaskOrchestrationWorkItemLockAsync,11,2,1
ServiceBusOrchestrationService:CompleteTaskOrchestrationWorkItemAsync,134,2,7
ServiceBusOrchestrationService:ReleaseTaskOrchestrationWorkItemAsync,14,2,1
ServiceBusOrchestrationService:AbandonTaskOrchestrationWorkItemAsync,20,3,1
ServiceBusOrchestrationService:LockNextTaskActivityWorkItem,27,3,2
ServiceBusOrchestrationService:GetBrokeredMessageForWorkItem,9,2,1
ServiceBusOrchestrationService:GetAndDeleteBrokeredMessageForWorkItem,9,2,1
ServiceBusOrchestrationService:RenewTaskActivityWorkItemLockAsync,10,2,1
ServiceBusOrchestrationService:CompleteTaskActivityWorkItemAsync,41,2,2
ServiceBusOrchestrationService:AbandonTaskActivityWorkItemAsync,7,1,1
ServiceBusOrchestrationService:CreateTaskOrchestrationAsync,26,3,1
ServiceBusOrchestrationService:UpdateJumpStartStoreAsync,22,1,1
ServiceBusOrchestrationService:SendTaskOrchestrationMessageAsync,3,1,1
ServiceBusOrchestrationService:SendTaskOrchestrationMessageBatchAsync,15,3,1
ServiceBusOrchestrationService:GetBrokeredMessageAsync,17,2,1
ServiceBusOrchestrationService:ForceTerminateTaskOrchestrationAsync,8,1,2
ServiceBusOrchestrationService:WaitForOrchestrationAsync,24,4,4
ServiceBusOrchestrationService:GetOrchestrationStateAsync,5,1,2
ServiceBusOrchestrationService:GetOrchestrationStateAsync,5,1,2
ServiceBusOrchestrationService:GetOrchestrationHistoryAsync,6,1,2
ServiceBusOrchestrationService:PurgeOrchestrationHistoryAsync,13,3,2
ServiceBusOrchestrationService:IsTransientException,4,1,1
ServiceBusOrchestrationService:FetchTrackingWorkItemAsync,33,2,1
ServiceBusOrchestrationService:CreateTrackingMessagesAsync,49,4,2
ServiceBusOrchestrationService:ProcessTrackingWorkItemAsync,58,5,1
ServiceBusOrchestrationService:TraceEntities,9,2,4
ServiceBusOrchestrationService:GetNormalizedStateEvent,13,2,3
ServiceBusOrchestrationService:GetNormalizedWorkItemEvent,11,2,3
ServiceBusOrchestrationService:GetFormattedLog,4,1,1
ServiceBusOrchestrationService:LogSentMessages,8,1,3
ServiceBusOrchestrationService:GetSessionStateAsync,7,1,2
ServiceBusOrchestrationService:TrySetSessionStateAsync,50,3,4
ServiceBusOrchestrationService:ServiceMonitorAsync,8,2,1
ServiceBusOrchestrationService:SafeDeleteQueueAsync,13,1,2
ServiceBusOrchestrationService:SafeCreateQueueAsync,13,1,6
ServiceBusOrchestrationService:SafeDeleteAndCreateQueueAsync,4,1,6
ServiceBusOrchestrationService:CreateQueueAsync,15,2,6
ServiceBusOrchestrationService:CreateForcedTerminateMessageAsync,16,1,2
ServiceBusOrchestrationService:ThrowIfInstanceStoreNotConfigured,6,2,0
MessageContainer:MessageContainer,4,1,2
JumpStartSettings:JumpStartSettings,5,1,0
ServiceBusMessageSettings:ServiceBusMessageSettings,2,1,0
ServiceBusMessageSettings:ServiceBusMessageSettings,4,1,2
ServiceBusOrchestrationServiceSettings:ServiceBusOrchestrationServiceSettings,16,1,0
ServiceBusSessionSettings:ServiceBusSessionSettings,2,1,0
ServiceBusSessionSettings:ServiceBusSessionSettings,4,1,2
ServiceBusOrchestrationServiceStats:ServiceBusOrchestrationServiceStats,5,1,0
ServiceBusOrchestrationServiceStats:ToString,5,1,0
ServiceBusQueueStats:ToString,11,1,0
AzureStorageBlobStore:AzureStorageBlobStore,3,1,2
AzureStorageBlobStore:BuildMessageBlobKey,6,1,2
AzureStorageBlobStore:BuildSessionBlobKey,3,1,1
AzureStorageBlobStore:SaveStreamAsync,3,1,2
AzureStorageBlobStore:LoadStreamAsync,3,1,1
AzureStorageBlobStore:DeleteStoreAsync,3,1,0
AzureStorageBlobStore:PurgeExpiredBlobsAsync,3,1,1
AzureTableClient:AzureTableClient,17,3,2
AzureTableClient:CreateTableIfNotExistsAsync,4,1,0
AzureTableClient:CreateJumpStartTableIfNotExistsAsync,4,1,0
AzureTableClient:DeleteTableIfExistsAsync,6,2,0
AzureTableClient:DeleteJumpStartTableIfExistsAsync,6,2,0
AzureTableClient:QueryOrchestrationStatesAsync,4,1,1
AzureTableClient:QueryOrchestrationStatesSegmentedAsync,4,1,3
AzureTableClient:QueryJumpStartOrchestrationsAsync,5,1,1
AzureTableClient:QueryJumpStartOrchestrationsSegmentedAsync,4,1,3
AzureTableClient:QueryJumpStartOrchestrationsAsync,4,1,3
AzureTableClient:CreateJumpStartQuery,14,2,3
AzureTableClient:CreateQueryInternal,37,5,3
AzureTableClient:GetPrimaryFilterExpression,53,5,2
AzureTableClient:GetSecondaryFilterExpression,79,3,1
AzureTableClient:ClipStartTime,8,2,1
AzureTableClient:ClipEndTime,7,2,1
AzureTableClient:ReadOrchestrationHistoryEventsAsync,15,1,2
AzureTableClient:ReadAllEntitiesAsync,17,4,2
AzureTableClient:ComputeNextKeyInRange,7,1,1
AzureTableClient:PerformBatchTableOperationAsync,26,6,4
AzureTableClient:ExecuteBatchOperationAsync,15,4,3
AzureTableClient:WriteEntitiesAsync,3,1,1
AzureTableClient:WriteJumpStartEntitiesAsync,3,1,1
AzureTableClient:DeleteEntitiesAsync,7,1,1
AzureTableClient:DeleteJumpStartEntitiesAsync,16,1,1
AzureTableCompositeTableEntity:ReadEntity,0,1,2
AzureTableCompositeTableEntity:WriteEntity,0,1,1
AzureTableCompositeTableEntity:BuildDenormalizedEntities,0,1,0
AzureTableCompositeTableEntity:GetValue,8,2,3
AzureTableInstanceStore:AzureTableInstanceStore,5,1,2
AzureTableInstanceStore:InitializeStoreAsync,9,2,1
AzureTableInstanceStore:DeleteStoreAsync,5,1,0
AzureTableInstanceStore:WriteEntitiesAsync,7,1,1
AzureTableInstanceStore:GetEntitiesAsync,6,1,2
AzureTableInstanceStore:DeleteEntitiesAsync,7,1,1
AzureTableInstanceStore:GetOrchestrationStateAsync,31,4,2
AzureTableInstanceStore:GetOrchestrationStateAsync,16,2,2
AzureTableInstanceStore:GetOrchestrationHistoryEventsAsync,5,1,2
AzureTableInstanceStore:QueryOrchestrationStatesAsync,9,1,1
AzureTableInstanceStore:QueryOrchestrationStatesSegmentedAsync,3,1,2
AzureTableInstanceStore:QueryOrchestrationStatesSegmentedAsync,18,2,3
AzureTableInstanceStore:PurgeOrchestrationHistoryEventsAsync,20,1,2
AzureTableInstanceStore:PurgeOrchestrationHistorySegmentAsync,19,1,1
AzureTableInstanceStore:WriteJumpStartEntitiesAsync,4,1,1
AzureTableInstanceStore:DeleteJumpStartEntitiesAsync,4,1,1
AzureTableInstanceStore:GetJumpStartEntitiesAsync,6,1,1
AzureTableInstanceStore:HistoryEventToTableEntity,21,2,1
AzureTableInstanceStore:TableEntityToHistoryEvent,23,2,1
AzureTableInstanceStore:TableStateToStateEvent,3,1,1
AzureTableInstanceStore:TableHistoryEntityToWorkItemEvent,10,1,1
AzureTableInstanceStore:SerializeTableContinuationToken,8,2,1
AzureTableInstanceStore:DeserializeTableContinuationToken,8,2,1
AzureTableOrchestrationHistoryEventEntity:AzureTableOrchestrationHistoryEventEntity,2,1,0
AzureTableOrchestrationHistoryEventEntity:AzureTableOrchestrationHistoryEventEntity,10,1,5
AzureTableOrchestrationHistoryEventEntity:BuildDenormalizedEntities,12,1,0
AzureTableOrchestrationHistoryEventEntity:WriteEntity,29,2,1
AzureTableOrchestrationHistoryEventEntity:ReadEntity,12,1,2
AzureTableOrchestrationHistoryEventEntity:ToString,4,1,0
AzureTableOrchestrationJumpStartEntity:AzureTableOrchestrationJumpStartEntity,2,1,0
