Implementation smell,Namespace,Class,File,Method,Description
Complex Method,FluentMetacritic.Net,WebClient,C:\repos\lewishenson_FluentMetacritic\Code\Net\WebClient.cs,GetContent,Cyclomatic complexity of the method is 9
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryBuilder<ITelevisionShow>> (() => new QueryBuilder<ITelevisionShow> (Instance.Create<IQueryDefinition<ITelevisionShow>> ())); " is 140.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<IEntity>> (() => new QueryExecutor<IEntity> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 139.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<IAlbum>> (() => new QueryExecutor<IAlbum> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 137.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<ICompany>> (() => new QueryExecutor<ICompany> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 141.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<IGame>> (() => new QueryExecutor<IGame> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 135.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<IMovie>> (() => new QueryExecutor<IMovie> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 137.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<IPerson>> (() => new QueryExecutor<IPerson> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 139.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<ITrailer>> (() => new QueryExecutor<ITrailer> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 141.
Long Statement,FluentMetacritic.DependencyInjection,Factory,C:\repos\lewishenson_FluentMetacritic\Code\DependencyInjection\Factory.cs,Initialise,The length of the statement  "	AddAction<IQueryExecutor<ITelevisionShow>> (() => new QueryExecutor<ITelevisionShow> (Instance.Create<IWebClient> ()' Instance.Create<ISearchScraper> ())); " is 155.
Long Statement,FluentMetacritic.Query,QueryExecutor,C:\repos\lewishenson_FluentMetacritic\Code\Query\QueryExecutor.cs,GetSearchPageUri,The length of the statement  "	return UriGenerator.Create ().ForCategory (queryDefinition.Category).OrderedBy (queryDefinition.OrderBy).Page (queryDefinition.Page).Generate (queryDefinition.Text); " is 165.
Long Statement,FluentMetacritic.Scraping,TelevisionShowSearchResultScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\TelevisionShowSearchResultScraper.cs,ReadStarring,The length of the statement  "	const string ActorPath = "./div[@class='result_wrap']/div/div[@class='basic_stat']/ul/li[@class='stat']/span[@class!='label cast']"; " is 132.
Long Statement,FluentMetacritic.Scraping,PersonSearchResultScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\PersonSearchResultScraper.cs,ReadAverageCareerScore,The length of the statement  "	const string AverageCareerScorePath = "./div[@class='result_wrap']/div/div[@class='basic_stat']/ul/li[@class='stat avg_career_score']"; " is 135.
Long Statement,FluentMetacritic.Scraping,TrailerSearchResultScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\TrailerSearchResultScraper.cs,GenerateExtendedStatPath,The length of the statement  "	return string.Format ("./div[@class='result_wrap']/div/div[@class='more_stats extended_stats']/ul/li[@class='stat {0}']/span[@class!='label']"' extendedStatClass); " is 163.
Long Statement,FluentMetacritic.Scraping,MovieSearchResultScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\MovieSearchResultScraper.cs,GenerateExtendedStatPath,The length of the statement  "	return string.Format ("./div[@class='result_wrap']/div/div[@class='more_stats extended_stats']/ul/li[@class='stat {0}']/span[@class!='label']"' extendedStatClass); " is 163.
Long Statement,FluentMetacritic.Scraping,GameSearchResultScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\GameSearchResultScraper.cs,GenerateExtendedStatPath,The length of the statement  "	return string.Format ("./div[@class='result_wrap']/div/div[@class='more_stats extended_stats']/ul/li[@class='stat {0}']/span[@class!='label']"' extendedStatClass); " is 163.
Long Statement,FluentMetacritic.Scraping,SearchResultScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\SearchResultScraper.cs,ReadExtendedStat,The length of the statement  "	if (string.IsNullOrWhiteSpace (rawValue) || rawValue.Equals (ToBeDecidedScore' StringComparison.InvariantCultureIgnoreCase)) { " is 126.
Long Statement,FluentMetacritic.Scraping,SearchResultScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\SearchResultScraper.cs,GenerateExtendedStatPath,The length of the statement  "	return string.Format ("./div[@class='result_wrap']/div/div[@class='basic_stat']/ul/li[@class='stat {0}']/span[@class!='label']"' extendedStatClass); " is 148.
Long Statement,FluentMetacritic.Scraping,SearchScraper,C:\repos\lewishenson_FluentMetacritic\Code\Scraping\SearchScraper.cs,Scrape,The length of the statement  "	var searchResults = document.DocumentNode.SelectNodes ("//*[@id=\"main\"]/div[@class=\"module search_results\"]/div/ul/li"); " is 124.
