Implementation smell,Namespace,Class,File,Method,Description
Missing Default,Tavis,PatchDocument,C:\repos\tavis-software_Tavis.JsonPatch\src\JsonPatch\PatchDocument.cs,CreateOperation,The following switch statement is missing a default case: switch (op) {  case "add":  	return new AddOperation ();  case "copy":  	return new CopyOperation ();  case "move":  	return new MoveOperation ();  case "remove":  	return new RemoveOperation ();  case "replace":  	return new ReplaceOperation ();  case "test":  	return new TestOperation ();  }  
