Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ClassDescriptionBuilder,1,3,0,0,2,35,5,0,0,0.33,2,1
PropertyDescriptionBuilder,1,2,0,0,2,23,3,0,0,0,2,1
MethodDescriptionBuilder,1,5,0,0,2,53,8,0,0,0.2,4,1
DocGenerator,5,5,2,0,3,74,12,0,0,0.6,7,0
TypeExtensionMethods,0,1,0,0,1,24,3,0,0,0,0,0
ArgumentDescription,0,1,3,0,1,21,1,0,0,0,0,2
BaseDescription,0,0,2,0,0,12,0,3,0,0,0,0
ClassDescription,0,1,6,0,1,36,1,0,1,0,2,2
MethodDescription,0,1,2,0,1,15,1,0,1,0,1,3
PropertyDescription,0,1,1,0,1,11,1,0,1,0,0,3
ReturnValueDescription,0,1,2,0,1,16,1,0,0,0,0,1
MSBuildXmlParser,1,11,0,0,6,94,18,0,0,0.82,0,4
