Method,LOC,CC,PC
Calc:PageSizeToSize,40,17,1
ColorHelper:sRgbToScRgb,10,1,1
ColorHelper:ScRgbTosRgb,9,1,1
DoubleUtil:AreClose,8,1,2
DoubleUtil:AreRoughlyEqual,5,1,3
DoubleUtil:AreClose,3,1,2
DoubleUtil:AreClose,5,1,2
DoubleUtil:AreClose,3,1,2
DoubleUtil:AreClose,3,1,2
DoubleUtil:GreaterThan,3,1,2
DoubleUtil:GreaterThanOrClose,3,1,2
DoubleUtil:LessThan,3,1,2
DoubleUtil:LessThanOrClose,3,1,2
DoubleUtil:IsBetweenZeroAndOne,3,1,1
DoubleUtil:IsNaN,7,1,1
DoubleUtil:RectHasNaN,3,1,1
DoubleUtil:IsOne,3,1,1
DoubleUtil:IsZero,3,1,1
DoubleUtil:DoubleToInt,3,1,1
NativeMethods:GetDC,1,1,1
NativeMethods:ReleaseDC,1,1,2
NativeMethods:GetFontData,1,1,5
NativeMethods:CreateFontIndirect,1,1,1
NativeMethods:SelectObject,1,1,2
NativeMethods:DeleteObject,1,1,1
NativeMethods:GetDeviceCaps,1,1,2
TokenizerHelper:PeekNextCharacter,6,1,0
TokenizerHelper:TokenizerHelper,2,1,1
TokenizerHelper:TokenizerHelper,4,1,2
TokenizerHelper:TokenizerHelper,3,1,3
TokenizerHelper:GetCurrentToken,5,1,0
TokenizerHelper:GetNumericListSeparator,7,2,1
TokenizerHelper:Initialize,12,2,3
TokenizerHelper:LastTokenRequired,5,2,0
TokenizerHelper:NextToken,3,1,0
TokenizerHelper:NextToken,3,1,1
TokenizerHelper:NextToken,50,10,2
TokenizerHelper:NextTokenRequired,6,2,0
TokenizerHelper:NextTokenRequired,6,2,1
TokenizerHelper:ScanToNextToken,29,8,1
BarCode:BarCode,5,1,3
BarCode:FromType,14,4,4
BarCode:FromType,3,1,3
BarCode:FromType,3,1,2
BarCode:FromType,3,1,1
BarCode:InitRendering,6,3,1
BarCode:Render,1,1,4
BarCodeRenderInfo:BarCodeRenderInfo,6,1,4
BcgSR:Invalid2Of5Code,3,1,1
BcgSR:Invalid3Of9Code,3,1,1
BcgSR:InvalidMarkName,3,1,1
BcgSR:DataMatrixInvalid,3,1,2
Code2of5Interleaved:Code2of5Interleaved,2,1,0
Code2of5Interleaved:Code2of5Interleaved,2,1,1
Code2of5Interleaved:Code2of5Interleaved,2,1,2
Code2of5Interleaved:Code2of5Interleaved,2,1,3
Code2of5Interleaved:ThickAndThinLines,3,1,1
Code2of5Interleaved:Render,19,6,4
Code2of5Interleaved:CalcThinBarWidth,15,1,1
Code2of5Interleaved:RenderStart,6,1,1
Code2of5Interleaved:RenderStop,5,1,1
Code2of5Interleaved:RenderNextPair,11,2,1
Code2of5Interleaved:CheckCode,18,1,1
Code3of9Standard:Code3of9Standard,2,1,0
Code3of9Standard:Code3of9Standard,2,1,1
Code3of9Standard:Code3of9Standard,2,1,2
Code3of9Standard:Code3of9Standard,2,1,3
Code3of9Standard:ThickThinLines,3,1,1
Code3of9Standard:CalcThinBarWidth,15,1,1
Code3of9Standard:CheckCode,10,5,1
Code3of9Standard:Render,21,5,4
Code3of9Standard:RenderNextChar,4,1,1
Code3of9Standard:RenderChar,10,3,2
Code3of9Standard:RenderStart,4,1,1
Code3of9Standard:RenderStop,3,1,1
CodeBase:CodeBase,5,1,3
CodeBase:CheckCode,1,1,1
CodeBase:CalcDistance,8,1,3
CodeDataMatrix:CodeDataMatrix,2,1,0
CodeDataMatrix:CodeDataMatrix,2,1,2
CodeDataMatrix:CodeDataMatrix,2,1,3
CodeDataMatrix:CodeDataMatrix,2,1,4
CodeDataMatrix:CodeDataMatrix,2,1,3
CodeDataMatrix:CodeDataMatrix,2,1,4
CodeDataMatrix:CodeDataMatrix,2,1,5
CodeDataMatrix:CodeDataMatrix,2,1,4
CodeDataMatrix:CodeDataMatrix,3,1,6
CodeDataMatrix:SetEncoding,3,1,1
CodeDataMatrix:CreateEncoding,24,18,2
CodeDataMatrix:Render,30,11,3
CodeDataMatrix:CheckCode,6,2,1
CodeOmr:CodeOmr,2,1,3
CodeOmr:Render,36,12,4
CodeOmr:CheckCode,2,1,1
DataMatrixImage:GenerateMatrixImage,4,1,4
DataMatrixImage:DataMatrixImage,6,1,4
DataMatrixImage:DrawMatrix,3,1,0
DataMatrixImage:DataMatrix,25,8,0
DataMatrixImage:Iec16022Ecc200,3,1,8
DataMatrixImage:CreateImage,3,1,2
DataMatrixImage:CreateImage,3,1,3
DataMatrixImage:CreateImage,22,6,4
Ecc200Block:Ecc200Block,9,1,7
MatrixCode:MatrixCode,14,3,5
MatrixCode:Render,1,1,3
MatrixCode:CheckCode,2,1,1
ThickThinBarCode:ThickThinBarCode,2,1,3
ThickThinBarCode:InitRendering,25,10,1
ThickThinBarCode:RenderBar,9,2,2
ThickThinBarCode:RenderGap,3,1,2
ThickThinBarCode:RenderTurboBit,11,3,2
ThickThinBarCode:RenderText,7,2,1
ThickThinBarCode:GetBarWidth,6,1,2
ThickThinBarCode:CalcThinBarWidth,1,1,1
XTextFormatter:XTextFormatter,5,2,1
XTextFormatter:DrawString,3,1,4
XTextFormatter:DrawString,28,8,5
XTextFormatter:CreateBlocks,43,9,0
XTextFormatter:CreateLayout,41,7,0
XTextFormatter:AlignLine,29,8,3
PdfGraphicsState:PdfGraphicsState,3,1,1
PdfGraphicsState:Clone,4,1,0
PdfGraphicsState:Clone,3,1,0
PdfGraphicsState:PushState,4,1,0
PdfGraphicsState:PopState,4,1,0
PdfGraphicsState:RealizePen,94,34,2
PdfGraphicsState:RealizeBrush,38,8,2
PdfGraphicsState:RealizeFont,15,3,3
PdfGraphicsState:MultiplyTransform,6,2,2
PdfGraphicsState:RealizeCtm,12,2,0
PdfGraphicsState:SetAndRealizeClipRect,5,1,1
PdfGraphicsState:SetAndRealizeClipPath,3,1,1
PdfGraphicsState:RealizeClipPath,22,3,1
XGraphicsPdfRenderer:XGraphicsPdfRenderer,13,1,3
XGraphicsPdfRenderer:XGraphicsPdfRenderer,8,1,2
XGraphicsPdfRenderer:GetContent,4,1,0
XGraphicsPdfRenderer:Close,16,3,0
XGraphicsPdfRenderer:Clear,7,2,1
XGraphicsPdfRenderer:DrawLine,6,1,5
XGraphicsPdfRenderer:DrawLines,14,5,2
XGraphicsPdfRenderer:DrawBezier,8,1,9
XGraphicsPdfRenderer:DrawBeziers,16,6,2
XGraphicsPdfRenderer:DrawCurve,26,7,3
XGraphicsPdfRenderer:DrawArc,7,2,7
XGraphicsPdfRenderer:DrawRectangle,12,4,6
XGraphicsPdfRenderer:DrawRectangles,7,2,3
XGraphicsPdfRenderer:DrawRoundedRectangle,5,1,8
XGraphicsPdfRenderer:DrawEllipse,22,1,6
XGraphicsPdfRenderer:DrawPolygon,10,4,4
XGraphicsPdfRenderer:DrawPie,6,1,8
XGraphicsPdfRenderer:DrawClosedCurve,23,5,5
XGraphicsPdfRenderer:DrawPath,22,3,3
XGraphicsPdfRenderer:DrawString,111,36,5
XGraphicsPdfRenderer:DrawImage,27,5,5
XGraphicsPdfRenderer:DrawImage,31,5,4
XGraphicsPdfRenderer:Save,8,1,1
XGraphicsPdfRenderer:Restore,4,1,1
XGraphicsPdfRenderer:BeginContainer,17,1,4
XGraphicsPdfRenderer:EndContainer,7,1,1
XGraphicsPdfRenderer:SetPageTransform,5,2,3
XGraphicsPdfRenderer:SetClip,26,8,2
XGraphicsPdfRenderer:ResetClip,20,2,0
XGraphicsPdfRenderer:WriteComment,5,1,1
XGraphicsPdfRenderer:AppendPartialArc,58,14,8
XGraphicsPdfRenderer:Quatrant,13,4,3
XGraphicsPdfRenderer:AppendPartialArcQuadrant,89,25,8
XGraphicsPdfRenderer:AppendPartialArc,25,4,7
XGraphicsPdfRenderer:AppendCurveSegment,3,1,5
XGraphicsPdfRenderer:AppendPath,44,15,1
XGraphicsPdfRenderer:AppendPath,74,14,1
XGraphicsPdfRenderer:Append,3,1,1
XGraphicsPdfRenderer:AppendFormat,3,1,2
XGraphicsPdfRenderer:AppendStrokeFill,20,7,4
XGraphicsPdfRenderer:BeginPage,82,23,0
XGraphicsPdfRenderer:EndPage,8,4,0
XGraphicsPdfRenderer:BeginGraphic,7,3,0
XGraphicsPdfRenderer:Realize,11,3,2
XGraphicsPdfRenderer:Realize,3,1,1
XGraphicsPdfRenderer:Realize,3,1,1
XGraphicsPdfRenderer:Realize,11,2,3
XGraphicsPdfRenderer:AdjustTextMatrix,5,1,1
XGraphicsPdfRenderer:Realize,11,2,1
XGraphicsPdfRenderer:RealizeTransform,11,3,0
XGraphicsPdfRenderer:DumpPathData,7,2,1
XGraphicsPdfRenderer:GetFontName,6,1,2
XGraphicsPdfRenderer:GetImageName,6,1,1
XGraphicsPdfRenderer:GetFormName,6,1,1
XGraphicsPdfRenderer:SaveState,7,1,0
XGraphicsPdfRenderer:RestoreState,5,1,0
XGraphicsPdfRenderer:RestoreState,12,2,1
FontHelper:CreateTypeface,10,1,2
FontHelper:CreateFormattedText,13,1,4
FontHelper:FontStyleFromStyle,14,4,1
FontHelper:FontWeightFromStyle,13,4,1
FontHelper:GetWpfValue,26,6,3
FontHelper:IsStyleAvailable,43,3,2
GeometryHelper:CreateCurveSegment,7,1,5
GeometryHelper:CreatePolygonGeometry,18,3,3
GeometryHelper:CreateArcSegment,75,13,7
GeometryHelper:BezierCurveFromArc,59,14,8
GeometryHelper:Quatrant,13,4,3
GeometryHelper:AppendPartialArcQuadrant,83,21,9
GeometryHelper:BezierCurveFromArc,51,5,7
GeometryHelper:GetArcAngle,45,7,7
GeometryHelper:GetBezierDistance,39,2,2
GeometryHelper:ArcToBezier,116,9,10
GeometryHelper:AcceptRadius,10,3,3
GraphicsStateStack:GraphicsStateStack,3,1,1
GraphicsStateStack:Push,4,1,1
GraphicsStateStack:Restore,17,4,1
ImageHelper:CreateBitmapSource,78,45,1
InternalGraphicsState:InternalGraphicsState,3,1,1
InternalGraphicsState:InternalGraphicsState,16,1,2
InternalGraphicsState:InternalGraphicsState,13,1,2
InternalGraphicsState:Pushed,6,1,0
InternalGraphicsState:Popped,15,6,0
InternalGraphicsState:SetTransform,4,1,1
InternalGraphicsState:SetClip,4,1,1
IXGraphicsRenderer:Close,1,1,0
IXGraphicsRenderer:Clear,1,1,1
IXGraphicsRenderer:DrawLine,1,1,5
IXGraphicsRenderer:DrawLines,1,1,2
IXGraphicsRenderer:DrawBezier,1,1,9
IXGraphicsRenderer:DrawBeziers,1,1,2
IXGraphicsRenderer:DrawCurve,1,1,3
IXGraphicsRenderer:DrawArc,1,1,7
IXGraphicsRenderer:DrawRectangle,1,1,6
IXGraphicsRenderer:DrawRectangles,1,1,3
IXGraphicsRenderer:DrawRoundedRectangle,1,1,8
IXGraphicsRenderer:DrawEllipse,1,1,6
IXGraphicsRenderer:DrawPolygon,1,1,4
IXGraphicsRenderer:DrawPie,1,1,8
IXGraphicsRenderer:DrawClosedCurve,1,1,5
IXGraphicsRenderer:DrawPath,1,1,3
IXGraphicsRenderer:DrawString,1,1,5
IXGraphicsRenderer:DrawImage,1,1,5
IXGraphicsRenderer:DrawImage,1,1,4
IXGraphicsRenderer:Save,1,1,1
IXGraphicsRenderer:Restore,1,1,1
IXGraphicsRenderer:BeginContainer,1,1,4
IXGraphicsRenderer:EndContainer,1,1,1
IXGraphicsRenderer:SetPageTransform,1,1,3
IXGraphicsRenderer:SetClip,1,1,2
IXGraphicsRenderer:ResetClip,1,1,0
IXGraphicsRenderer:WriteComment,1,1,1
XPdfFontOptions:XPdfFontOptions,2,1,0
XPdfFontOptions:XPdfFontOptions,4,1,2
XPdfFontOptions:XPdfFontOptions,4,1,1
XPdfFontOptions:XPdfFontOptions,4,1,1
XPdfFontOptions:XPdfFontOptions,8,1,4
XPdfFontOptions:XPdfFontOptions,7,1,2
XPdfFontOptions:XPdfFontOptions,2,1,2
XPdfFontOptions:XPdfFontOptions,2,1,2
XPdfFontOptions:XPdfFontOptions,2,1,1
XPdfFontOptions:XPdfFontOptions,2,1,2
XBrush:RealizeGdiBrush,1,1,0
XBrush:RealizeWpfBrush,1,1,0
XColor:XColor,15,1,1
XColor:XColor,15,1,4
XColor:XColor,13,1,5
XColor:XColor,2,1,4
XColor:XColor,17,3,1
XColor:XColor,2,1,1
XColor:XColor,2,1,1
XColor:XColor,2,1,1
XColor:XColor,2,1,1
XColor:FromArgb,3,1,1
XColor:FromArgb,3,1,1
XColor:FromArgb,6,1,3
XColor:FromArgb,7,1,4
XColor:FromArgb,3,1,1
XColor:FromArgb,3,1,1
XColor:FromArgb,4,1,2
XColor:FromArgb,3,1,2
XColor:FromArgb,3,1,2
XColor:FromCmyk,3,1,4
XColor:FromCmyk,3,1,5
XColor:FromGrayScale,3,1,1
XColor:FromKnownColor,3,1,1
XColor:FromKnownColor,3,1,1
XColor:FromName,13,2,1
XColor:ToGdiColor,3,1,0
XColor:ToWpfColor,3,1,0
XColor:Equals,9,3,1
XColor:GetHashCode,4,1,0
XColor:GetHue,29,9,0
XColor:GetSaturation,22,5,0
XColor:GetBrightness,16,5,0
XColor:RgbChanged,18,2,0
XColor:CmykChanged,9,1,0
XColor:GrayChanged,10,1,0
XColor:CheckByte,4,2,2
XColorResourceManager:XColorResourceManager,2,1,0
XColorResourceManager:XColorResourceManager,3,1,1
XColorResourceManager:GetKnownColor,6,2,1
XColorResourceManager:GetKnownColors,7,3,1
XColorResourceManager:ToColorName,7,1,1
XColorResourceManager:ToColorName,8,2,1
XColorResourceManager:GetColorInfo,8,2,1
XConvert:ToLineJoin,3,1,1
XConvert:ToLineCap,3,1,1
XConvert:ToPenLineJoin,3,1,1
XConvert:ToPenLineCap,3,1,1
XFont:XFont,7,1,2
XFont:XFont,7,1,3
XFont:XFont,7,1,4
XFont:XFont,8,1,4
XFont:Initialize,95,11,0
XFont:FontStyleFrom,3,1,1
XFont:GetHeight,22,1,0
XFont:GetHeight,34,3,1
XFont:RealizeGdiFont,5,1,0
XFont:RealizeWpfTypeface,3,1,0
XFontFamily:XFontFamily,2,1,0
XFontFamily:XFontFamily,7,1,1
XFontFamily:XFontFamily,11,2,1
XFontFamily:XFontFamily,9,1,1
XFontFamily:GetCellAscent,16,1,1
XFontFamily:GetCellDescent,16,1,1
XFontFamily:GetEmHeight,20,1,1
XFontFamily:GetLineSpacing,16,1,1
XFontFamily:IsStyleAvailable,17,1,1
XFontFamily:GetFamilies,16,3,1
XFontMetrics:XFontMetrics,13,1,11
XFontWeight:XFontWeight,3,1,1
XFontWeight:Compare,3,1,2
XFontWeight:Equals,3,1,1
XFontWeight:Equals,3,1,1
XFontWeight:GetHashCode,3,1,0
XFontWeight:ToString,3,1,0
XFontWeight:ToString,3,1,2
XFontWeight:ConvertToString,6,1,2
XFontWeights:FontWeightStringToKnownWeight,58,33,3
XFontWeights:FontWeightToString,36,20,2
XForm:XForm,2,1,0
XForm:XForm,17,4,2
XForm:XForm,2,1,3
XForm:XForm,15,3,2
XForm:XForm,14,1,2
XForm:XForm,2,1,3
XForm:DrawingFinished,7,2,0
XForm:AssociateGraphics,11,4,1
XForm:Dispose,3,1,1
XForm:Finish,25,4,0
XForm:GetFontName,7,1,2
XForm:GetFontName,3,1,2
XForm:TryGetFontName,8,2,2
XForm:GetFontName,9,1,3
XForm:GetFontName,3,1,3
XForm:GetImageName,7,1,1
XForm:GetImageName,3,1,1
XForm:GetFormName,7,1,1
XForm:GetFormName,3,1,1
XGlyphTypeface:XGlyphTypeface,16,2,1
XGlyphTypeface:XGlyphTypeface,5,2,1
XGlyphTypeface:Initialize,4,1,1
XGraphics:XGraphics,33,18,4
XGraphics:XGraphics,34,18,4
XGraphics:XGraphics,67,29,4
XGraphics:XGraphics,104,2,1
XGraphics:CreateMeasureContext,13,1,3
XGraphics:FromGraphics,4,1,2
XGraphics:FromGraphics,4,1,3
XGraphics:FromDrawingContext,3,1,3
XGraphics:FromPdfPage,3,1,1
XGraphics:FromPdfPage,3,1,2
XGraphics:FromPdfPage,3,1,2
XGraphics:FromPdfPage,3,1,2
XGraphics:FromPdfPage,3,1,3
XGraphics:FromPdfPage,3,1,3
XGraphics:FromPdfPage,3,1,4
XGraphics:FromPdfForm,5,1,1
XGraphics:FromForm,5,1,1
XGraphics:Initialize,71,32,0
XGraphics:Dispose,3,1,0
XGraphics:Dispose,31,7,1
XGraphics:Clear,17,5,1
XGraphics:DrawLine,3,1,3
XGraphics:DrawLine,3,1,3
XGraphics:DrawLine,3,1,3
XGraphics:DrawLine,3,1,3
XGraphics:DrawLine,3,1,5
XGraphics:DrawLine,19,6,5
XGraphics:DrawLines,3,1,2
XGraphics:DrawLines,3,1,2
XGraphics:DrawLines,12,6,2
XGraphics:DrawLines,36,8,2
XGraphics:DrawLines,15,4,4
XGraphics:DrawBezier,3,1,5
XGraphics:DrawBezier,3,1,5
XGraphics:DrawBezier,3,1,5
XGraphics:DrawBezier,3,1,5
XGraphics:DrawBezier,32,6,9
XGraphics:DrawBeziers,3,1,2
XGraphics:DrawBeziers,3,1,2
XGraphics:DrawBeziers,3,1,2
XGraphics:DrawBeziers,34,8,2
XGraphics:DrawCurve,3,1,2
XGraphics:DrawCurve,3,1,2
XGraphics:DrawCurve,3,1,2
XGraphics:DrawCurve,3,1,2
XGraphics:DrawCurve,3,1,3
XGraphics:DrawCurve,3,1,3
XGraphics:DrawCurve,3,1,3
XGraphics:DrawCurve,36,11,3
XGraphics:DrawArc,3,1,4
XGraphics:DrawArc,3,1,4
XGraphics:DrawArc,3,1,4
XGraphics:DrawArc,3,1,7
XGraphics:DrawArc,29,7,7
XGraphics:DrawRectangle,3,1,2
XGraphics:DrawRectangle,3,1,2
XGraphics:DrawRectangle,3,1,2
XGraphics:DrawRectangle,3,1,5
XGraphics:DrawRectangle,17,6,5
XGraphics:DrawRectangle,3,1,2
XGraphics:DrawRectangle,3,1,2
XGraphics:DrawRectangle,3,1,2
XGraphics:DrawRectangle,3,1,5
XGraphics:DrawRectangle,16,6,5
XGraphics:DrawRectangle,3,1,3
XGraphics:DrawRectangle,3,1,3
XGraphics:DrawRectangle,3,1,3
XGraphics:DrawRectangle,3,1,6
XGraphics:DrawRectangle,18,6,6
XGraphics:DrawRectangles,7,3,2
XGraphics:DrawRectangles,7,3,2
XGraphics:DrawRectangles,7,3,2
XGraphics:DrawRectangles,7,3,2
XGraphics:DrawRectangles,7,3,2
XGraphics:DrawRectangles,7,3,2
XGraphics:DrawRectangles,17,6,3
XGraphics:DrawRectangles,17,6,3
XGraphics:DrawRectangles,38,12,3
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,7
XGraphics:DrawRoundedRectangle,5,2,7
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,3
XGraphics:DrawRoundedRectangle,3,1,7
XGraphics:DrawRoundedRectangle,5,2,7
XGraphics:DrawRoundedRectangle,3,1,4
XGraphics:DrawRoundedRectangle,3,1,4
XGraphics:DrawRoundedRectangle,3,1,4
XGraphics:DrawRoundedRectangle,3,1,4
XGraphics:DrawRoundedRectangle,3,1,8
XGraphics:DrawRoundedRectangle,20,6,8
XGraphics:DrawEllipse,3,1,2
XGraphics:DrawEllipse,3,1,2
XGraphics:DrawEllipse,3,1,2
XGraphics:DrawEllipse,3,1,5
XGraphics:DrawEllipse,20,6,5
XGraphics:DrawEllipse,3,1,2
XGraphics:DrawEllipse,3,1,2
XGraphics:DrawEllipse,3,1,2
XGraphics:DrawEllipse,3,1,5
XGraphics:DrawEllipse,19,6,5
XGraphics:DrawEllipse,3,1,3
XGraphics:DrawEllipse,3,1,3
XGraphics:DrawEllipse,3,1,3
XGraphics:DrawEllipse,3,1,6
XGraphics:DrawEllipse,21,6,6
XGraphics:DrawPolygon,3,1,2
XGraphics:DrawPolygon,3,1,2
XGraphics:DrawPolygon,3,1,2
XGraphics:DrawPolygon,22,8,2
XGraphics:DrawPolygon,3,1,3
XGraphics:DrawPolygon,3,1,3
XGraphics:DrawPolygon,3,1,3
XGraphics:DrawPolygon,21,8,3
XGraphics:DrawPolygon,3,1,4
XGraphics:DrawPolygon,3,1,4
XGraphics:DrawPolygon,3,1,4
XGraphics:DrawPolygon,26,8,4
XGraphics:DrawPie,3,1,4
XGraphics:DrawPie,3,1,4
XGraphics:DrawPie,3,1,4
XGraphics:DrawPie,3,1,7
XGraphics:DrawPie,16,6,7
XGraphics:DrawPie,3,1,4
XGraphics:DrawPie,3,1,4
XGraphics:DrawPie,3,1,4
XGraphics:DrawPie,3,1,7
XGraphics:DrawPie,16,6,7
XGraphics:DrawPie,3,1,5
XGraphics:DrawPie,3,1,5
XGraphics:DrawPie,3,1,5
XGraphics:DrawPie,3,1,8
XGraphics:DrawPie,35,6,8
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,2
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,4
XGraphics:DrawClosedCurve,3,1,4
XGraphics:DrawClosedCurve,3,1,4
XGraphics:DrawClosedCurve,20,1,4
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,3
XGraphics:DrawClosedCurve,3,1,4
XGraphics:DrawClosedCurve,3,1,4
XGraphics:DrawClosedCurve,3,1,4
XGraphics:DrawClosedCurve,3,1,4
XGraphics:DrawClosedCurve,3,1,5
XGraphics:DrawClosedCurve,3,1,5
XGraphics:DrawClosedCurve,3,1,5
XGraphics:DrawClosedCurve,52,12,5
XGraphics:DrawPath,18,7,2
XGraphics:DrawPath,18,7,2
XGraphics:DrawPath,25,9,3
XGraphics:DrawString,3,1,4
XGraphics:DrawString,3,1,4
XGraphics:DrawString,3,1,5
XGraphics:DrawString,3,1,5
XGraphics:DrawString,3,1,5
XGraphics:DrawString,3,1,6
XGraphics:DrawString,3,1,4
