Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AdditionalNamesAttribute,0,2,1,0,2,38,4,0,0,0,0,0
BufferedWriter,4,7,1,0,0,69,12,2,0,0.33,0,0
CsvOptions,0,1,4,0,1,40,1,1,0,0,0,1
CsvObjectOptions,0,1,4,0,1,39,1,0,1,0,0,0
IgnoreSpacesComparer,2,6,1,0,5,48,9,0,0,0.33,0,0
PositionAttribute,0,1,1,0,1,18,2,0,0,0,0,0
ColumnValue,2,3,3,0,3,71,3,1,0,0.67,0,5
Constants,1,0,0,1,0,4,0,0,0,0,0,2
CsvReader,14,10,1,0,6,352,66,0,1,0.7,5,1
CsvWriter,1,8,1,0,7,105,14,0,1,0.88,0,0
DataFormatAttribute,0,5,3,0,5,72,5,0,0,0,0,0
FixedAttribute,0,2,2,0,2,46,5,0,0,0,0,0
FixedPosition,0,1,2,0,1,30,1,0,0,0,0,3
FixedReader,9,5,1,0,4,152,22,0,1,0.62,3,0
FixedWriter,4,8,1,0,7,148,26,0,1,0.81,1,0
Formats,2,0,0,2,0,479,0,0,0,0,0,0
HeaderedObjectReader,3,7,0,0,5,124,22,0,1,0.48,4,0
IStreamingReader,0,3,0,0,0,22,3,1,0,0,0,1
IDataReader,0,0,1,0,0,12,0,4,1,0,0,2
StreamingReaderExtensions,0,7,0,0,7,264,18,0,0,0,3,0
IStreamingWriter,0,4,1,0,0,31,4,1,0,0,0,1
IDataWriter,0,2,0,0,0,18,2,3,1,0,0,1
DataWriterExtensions,0,14,0,0,14,206,48,0,0,0,2,0
ObjectReader,6,2,1,0,0,46,5,1,0,0.42,3,0
ObjectValue,0,5,2,0,4,99,12,0,0,0,5,1
ParseException,0,6,2,0,5,80,7,2,0,0,0,1
RowValue,0,3,1,0,3,39,3,1,0,0,1,4
SerializationException,0,5,2,0,4,70,6,0,1,0,0,0
ValidationException,0,4,2,0,3,80,7,0,1,0,0,1
CsvHeaderIndex,2,0,0,2,0,8,0,0,0,0,0,3
SerializedMember,0,0,11,0,0,50,0,0,0,0,0,2
SerializedType,10,3,10,0,2,132,5,0,0,0,4,3
