Method,LOC,CC,PC
ConfigurationManager:ConfigurationManager,4,1,0
ConfigurationManager:RegisterInterceptors,3,1,1
ConfigurationManager:RegisterTypeConverters,3,1,1
ConfigurationManager:ConfigurationManager,2,1,0
ConfigurationManager:ConfigurationManager,2,1,1
ConfigurationManager:ConfigurationManager,4,1,2
ConfigurationManager:GetSection,3,1,1
ConfigurationManager:GetSection,3,1,1
ConfigurationManager:RefreshSection,3,1,1
ConfigurationManager:OpenExeConfiguration,3,1,1
ConfigurationManager:OpenExeConfiguration,3,1,1
ConfigurationManager:OpenMachineConfiguration,3,1,0
ConfigurationManager:OpenMappedExeConfiguration,3,1,2
ConfigurationManager:OpenMappedExeConfiguration,3,1,1
ConfigurationManager:OpenMappedExeConfiguration,3,1,3
ConfigurationManager:ConfigureDefaultTypeConverters,9,1,0
AppSettingsExtended:AppSettingsExtended,5,1,3
AppSettingsExtended:Map,5,1,0
AppSettingsExtended:AppSettingSilent,3,1,2
AppSettingsExtended:AppSettingConvert,3,1,2
AppSettingsExtended:AppSetting,3,1,2
AppSettingsExtended:AppSetting,19,4,3
AppSettingsExtended:Intercept,4,1,2
AppSettingsExtended:Add,3,1,1
AppSettingsExtended:Clear,3,1,0
AppSettingsExtended:CopyTo,3,1,2
AppSettingsExtended:HasKeys,3,1,0
AppSettingsExtended:Add,3,1,2
AppSettingsExtended:Get,3,1,1
AppSettingsExtended:GetValues,4,1,1
AppSettingsExtended:Set,3,1,2
AppSettingsExtended:Remove,3,1,1
AppSettingsExtended:Get,3,1,1
AppSettingsExtended:GetValues,4,1,1
AppSettingsExtended:GetKey,3,1,1
AppSettingsExtended:GetObjectData,3,1,2
AppSettingsExtended:OnDeserialization,3,1,1
AppSettingsExtended:GetEnumerator,3,1,0
AppSettingsExtended:RecursivelyMapProperties,18,4,3
ConnectionStringsExtended:ConnectionStringsExtended,5,1,3
ConnectionStringsExtended:IndexOf,3,1,1
ConnectionStringsExtended:Add,3,1,1
ConnectionStringsExtended:Remove,3,1,1
ConnectionStringsExtended:RemoveAt,3,1,1
ConnectionStringsExtended:Remove,3,1,1
ConnectionStringsExtended:Clear,3,1,0
ConnectionStringsExtended:Intercept,4,1,1
ConnectionStringsExtended:GetEnumerator,3,1,0
ConnectionStringsExtended:GetEnumerator,5,2,0
IAppSettings:Add,1,1,1
IAppSettings:Clear,1,1,0
IAppSettings:CopyTo,1,1,2
IAppSettings:HasKeys,1,1,0
IAppSettings:Add,1,1,2
IAppSettings:Get,1,1,1
IAppSettings:GetValues,1,1,1
IAppSettings:Set,1,1,2
IAppSettings:Remove,1,1,1
IAppSettings:Get,1,1,1
IAppSettings:GetValues,1,1,1
IAppSettings:GetKey,1,1,1
IAppSettings:GetObjectData,1,1,2
IAppSettings:OnDeserialization,1,1,1
IAppSettings:GetEnumerator,1,1,0
IAppSettingsExtended:AppSettingSilent,1,1,2
IAppSettingsExtended:AppSettingConvert,1,1,2
IAppSettingsExtended:AppSetting,1,1,2
IAppSettingsExtended:AppSetting,1,1,3
IAppSettingsExtended:Map,1,1,0
IConnectionStringInterceptor:OnConnectionStringRetrieve,1,1,3
IConnectionStrings:IndexOf,1,1,1
IConnectionStrings:Add,1,1,1
IConnectionStrings:Remove,1,1,1
IConnectionStrings:RemoveAt,1,1,1
IConnectionStrings:Remove,1,1,1
IConnectionStrings:Clear,1,1,0
IConfigurationInterceptor:OnSettingRetrieve,1,1,3
IConfigurationManager:GetSection,1,1,1
IConfigurationManager:RefreshSection,1,1,1
IConfigurationManager:OpenExeConfiguration,1,1,1
IConfigurationManager:OpenExeConfiguration,1,1,1
IConfigurationManager:OpenMachineConfiguration,1,1,0
IConfigurationManager:OpenMappedExeConfiguration,1,1,2
IConfigurationManager:OpenMappedExeConfiguration,1,1,1
IConfigurationManager:OpenMappedExeConfiguration,1,1,3
IConfigurationManagerExtended:GetSection,1,1,1
IConvertType:Convert,1,1,1
PrimitiveConverter:PrimitiveConverter,3,1,1
PrimitiveConverter:Convert,3,1,1
UriConverter:Convert,3,1,1
ConfigurationSubstitutionInterceptor:OnSettingRetrieve,9,3,3
ConfigurationSubstitutionInterceptor:OnConnectionStringRetrieve,5,1,3
