Method,LOC,CC,PC
ILZ4Compressor:CalculateMaxCompressedLength,1,1,1
ILZ4Compressor:Compress,1,1,1
ILZ4Compressor:Compress,1,1,2
ILZ4Compressor:Compress,1,1,5
ILZ4Decompressor:Decompress,1,1,4
ILZ4Decompressor:Decompress,1,1,1
ILZ4Decompressor:Decompress,1,1,2
ILZ4Decompressor:Decompress,1,1,3
ILZ4Decompressor:Decompress,1,1,5
ILZ4Decompressor:DecompressKnownSize,1,1,3
ILZ4Decompressor:DecompressKnownSize,1,1,2
ILZ4Decompressor:DecompressKnownSize,1,1,3
LZ4:Compress,3,1,1
LZ4:CalculateMaxCompressedLength,3,1,1
LZ4:Compress,3,1,2
LZ4:Compress,3,1,5
LZ4:DecompressKnownSize,3,1,2
LZ4:DecompressKnownSize,3,1,3
LZ4:DecompressKnownSize,3,1,3
LZ4:Decompress,3,1,1
LZ4:Decompress,3,1,2
LZ4:Decompress,3,1,3
LZ4:Decompress,3,1,4
LZ4Compressor32:LZ4Compressor32,5,2,0
LZ4Compressor32:Compress,8,1,1
LZ4Compressor32:CalculateMaxCompressedLength,3,1,1
LZ4Compressor32:Compress,8,1,2
LZ4Compressor32:Compress,8,1,5
LZ4Compressor32:Compress,170,1,4
LZ4Compressor32:Compress64K,163,1,4
LZ4Compressor32:Clear,12,2,2
LZ4Compressor64:LZ4Compressor64,5,2,0
LZ4Compressor64:Compress,8,1,1
LZ4Compressor64:CalculateMaxCompressedLength,3,1,1
LZ4Compressor64:Compress,8,1,2
LZ4Compressor64:Compress,8,1,5
LZ4Compressor64:Compress,168,1,4
LZ4Compressor64:Compress64K,162,1,4
LZ4Compressor64:Clear,12,2,2
LZ4CompressorFactory:CreateNew,5,1,0
LZ4Decompressor32:DecompressKnownSize,4,1,2
LZ4Decompressor32:DecompressKnownSize,5,1,3
LZ4Decompressor32:DecompressKnownSize,115,1,3
LZ4Decompressor32:Decompress,15,2,1
LZ4Decompressor32:Decompress,3,1,2
LZ4Decompressor32:Decompress,5,1,3
LZ4Decompressor32:Decompress,5,1,5
LZ4Decompressor32:Decompress,130,1,4
LZ4Decompressor64:DecompressKnownSize,4,1,2
LZ4Decompressor64:DecompressKnownSize,5,1,3
LZ4Decompressor64:DecompressKnownSize,103,1,3
LZ4Decompressor64:Decompress,15,2,1
LZ4Decompressor64:Decompress,3,1,2
LZ4Decompressor64:Decompress,5,1,3
LZ4Decompressor64:Decompress,5,1,5
LZ4Decompressor64:Decompress,118,1,4
LZ4DecompressorFactory:CreateNew,5,1,0
Lz4Layer:ApplyLayer,6,1,6
Lz4Layer:RemoveLayer,9,1,6
Lz4Layer:ApplyKey,2,1,2
LZ4Util:CopyMemory,31,6,3
CRC:CRC,13,5,0
CRC:Init,3,1,0
CRC:UpdateByte,3,1,1
CRC:Update,4,3,3
CRC:GetDigest,3,1,0
CRC:CalculateDigest,6,1,3
CRC:VerifyDigest,3,1,4
DataErrorException:DataErrorException,2,1,0
InvalidParamException:InvalidParamException,2,1,0
ICodeProgress:SetProgress,1,1,2
ICoder:Code,1,1,5
ISetCoderProperties:SetCoderProperties,1,1,2
IWriteCoderProperties:WriteCoderProperties,1,1,1
ISetDecoderProperties:SetDecoderProperties,1,1,1
LZMACompressor:LZMACompressor,4,1,0
LZMACompressor:CompressLZMA,8,1,2
LZMACompressor:DecompressLZMA,12,1,2
InBuffer:InBuffer,4,1,1
InBuffer:Init,7,1,1
InBuffer:ReadBlock,10,1,0
InBuffer:ReleaseStream,4,1,0
InBuffer:ReadByte,7,2,1
InBuffer:ReadByte,7,2,0
InBuffer:GetProcessedSize,3,1,0
OutBuffer:OutBuffer,4,1,1
OutBuffer:SetStream,3,1,1
OutBuffer:FlushStream,3,1,0
OutBuffer:CloseStream,3,1,0
OutBuffer:ReleaseStream,3,1,0
OutBuffer:Init,4,1,0
OutBuffer:WriteByte,5,2,1
OutBuffer:FlushData,6,1,0
OutBuffer:GetProcessedSize,3,1,0
Base:GetLenToPosState,6,1,1
Decoder:Decoder,5,3,0
Decoder:SetDictionarySize,8,2,1
Decoder:SetLiteralProperties,7,3,2
Decoder:SetPosBitsProperties,8,2,1
Decoder:Init,25,7,2
Decoder:Code,91,16,5
Decoder:SetDecoderProperties,16,5,1
Decoder:Train,4,1,1
Encoder:Encoder,11,4,0
Encoder:GetPosSlot,7,1,1
Encoder:GetPosSlot2,7,1,1
Encoder:BaseInit,6,3,0
Encoder:Create,16,3,0
Encoder:Encoder,6,5,0
Encoder:SetWriteEndMarkerMode,3,1,1
Encoder:Init,28,7,0
Encoder:ReadMatchDistances,10,3,2
Encoder:MovePos,6,2,1
Encoder:GetRepLen1Price,3,1,2
Encoder:GetPureRepPrice,16,3,3
Encoder:GetRepPrice,4,1,4
Encoder:GetPosLenPrice,9,2,3
Encoder:Backward,26,4,2
Encoder:GetOptimum,368,80,2
Encoder:ChangePair,4,1,2
Encoder:WriteEndMarker,16,1,1
Encoder:Flush,6,1,1
Encoder:CodeOneBlock,134,26,3
Encoder:ReleaseMFStream,6,2,0
Encoder:SetOutStream,3,1,1
Encoder:ReleaseOutStream,3,1,0
Encoder:ReleaseStreams,4,1,0
Encoder:SetStreams,17,2,4
Encoder:Code,19,3,5
Encoder:WriteCoderProperties,6,3,1
Encoder:FillDistancesPrices,24,11,0
Encoder:FillAlignPrices,5,3,0
Encoder:FindMatchFinder,6,3,1
Encoder:SetCoderProperties,92,36,2
Encoder:SetTrainSize,3,1,1
IInWindowStream:SetStream,1,1,1
IInWindowStream:Init,1,1,0
IInWindowStream:ReleaseStream,1,1,0
IInWindowStream:GetIndexByte,1,1,1
IInWindowStream:GetMatchLen,1,1,3
IInWindowStream:GetNumAvailableBytes,1,1,0
IMatchFinder:Create,1,1,4
IMatchFinder:GetMatches,1,1,1
IMatchFinder:Skip,1,1,1
BinTree:SetType,12,2,1
BinTree:SetStream,3,1,1
BinTree:ReleaseStream,3,1,0
BinTree:Init,7,3,0
BinTree:MovePos,7,3,0
BinTree:GetIndexByte,3,1,1
BinTree:GetMatchLen,3,1,3
BinTree:GetNumAvailableBytes,3,1,0
BinTree:Create,28,6,4
BinTree:GetMatches,101,23,1
BinTree:Skip,66,13,1
BinTree:NormalizeLinks,10,3,3
BinTree:Normalize,6,1,0
BinTree:SetCutValue,3,1,1
InWindow:MoveBlock,11,4,0
InWindow:ReadBlock,21,5,0
InWindow:Free,3,1,0
InWindow:Create,11,2,3
InWindow:SetStream,3,1,1
InWindow:ReleaseStream,3,1,0
InWindow:Init,7,1,0
InWindow:MovePos,9,3,0
InWindow:GetIndexByte,3,1,1
InWindow:GetMatchLen,12,5,3
InWindow:GetNumAvailableBytes,3,1,0
InWindow:ReduceOffsets,6,1,1
OutWindow:Create,9,2,1
OutWindow:Init,9,2,2
OutWindow:Train,21,4,1
OutWindow:ReleaseStream,4,1,0
OutWindow:Flush,9,2,0
OutWindow:CopyBlock,12,5,2
OutWindow:PutByte,5,2,1
OutWindow:GetByte,6,2,1
Encoder:SetStream,3,1,1
Encoder:ReleaseStream,3,1,0
Encoder:Init,7,1,0
Encoder:FlushData,4,3,0
Encoder:FlushStream,3,1,0
Encoder:CloseStream,3,1,0
Encoder:Encode,8,2,3
Encoder:ShiftLow,12,3,0
Encoder:EncodeDirectBits,11,4,2
Encoder:EncodeBit,13,3,3
Encoder:GetProcessedSizeAdd,4,1,0
Decoder:Init,8,3,1
Decoder:ReleaseStream,4,1,0
Decoder:CloseStream,3,1,0
Decoder:Normalize,6,2,0
Decoder:Normalize2,6,2,0
Decoder:GetThreshold,3,1,1
Decoder:Decode,5,1,3
Decoder:DecodeDirectBits,25,3,1
Decoder:DecodeBit,14,2,2
BitEncoder:Init,3,1,0
BitEncoder:UpdateModel,6,2,1
BitEncoder:Encode,17,3,2
BitEncoder:BitEncoder,9,4,0
BitEncoder:GetPrice,3,1,1
BitEncoder:GetPrice0,3,1,0
BitEncoder:GetPrice1,3,1,0
BitDecoder:UpdateModel,6,2,2
BitDecoder:Init,3,1,0
BitDecoder:Decode,21,4,1
BitTreeEncoder:BitTreeEncoder,4,1,1
BitTreeEncoder:Init,4,3,0
BitTreeEncoder:Encode,9,2,2
BitTreeEncoder:ReverseEncode,9,2,2
BitTreeEncoder:GetPrice,11,2,1
BitTreeEncoder:ReverseGetPrice,11,2,1
BitTreeEncoder:ReverseGetPrice,11,2,4
BitTreeEncoder:ReverseEncode,9,2,5
BitTreeDecoder:BitTreeDecoder,4,1,1
BitTreeDecoder:Init,4,3,0
BitTreeDecoder:Decode,6,3,1
BitTreeDecoder:ReverseDecode,11,2,1
BitTreeDecoder:ReverseDecode,11,2,4
LzmaLayer:ApplyLayer,9,3,6
LzmaLayer:RemoveLayer,9,3,6
LzmaLayer:ApplyKey,2,1,2
