Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,iPhoneApp,SessionDelegate,C:\repos\mono_monotouch-bindings\OpenTok\samples\XamOpenTokTest\iPhoneApp\iPhoneAppViewController.cs,DidReceiveStream,The conditional expression  "(_this.subscribeToSelf && Equals(stream.Connection.ConnectionId' _this._session.Connection.ConnectionId))  					||  					(!_this.subscribeToSelf && !Equals(stream.Connection.ConnectionId' _this._session.Connection.ConnectionId))"  is complex.
