Implementation smell,Namespace,Class,File,Method,Description
Magic Number,MBAlertViewDemo,AppDelegate,C:\research\architectureSmells\repos\mono_monotouch-bindings\MBAlertView\samples\MBAlertViewDemo\MBAlertViewDemo\AppDelegate.cs,FinishedLaunching,The following statement contains a magic number: alert.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  				MBHUDView.HudWithBody ("Say please"' MBAlertViewHUDType.ExclamationMark' 1.5f' true); 				var please = MBAlertView.AlertWithBody ("Did you say please?"' null' null); 				please.Size = new System.Drawing.SizeF (280f' 180f);  				please.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  					MBHUDView.HudWithBody ("Good boy."' MBAlertViewHUDType.Checkmark' 1.0f' true); 					MBHUDView.HudWithBody ("Wait"' MBAlertViewHUDType.ActivityIndicator' 4.0f' true); 					MBHUDView.HudWithBody ("Ready?"' MBAlertViewHUDType.Default' 2.0f' true);  					var destruct = MBAlertView.AlertWithBody ("Do you want your device to self-destruct?"' null' null); 					destruct.ImageView.Image = UIImage.FromBundle ("image.png");  					destruct.AddButtonWithText ("Yes please"' MBAlertViewItemType.Destructive' () => {  						MBHUDView.HudWithBody ("Ok"' MBAlertViewHUDType.Checkmark' 1.0f' true); 						MBHUDView.HudWithBody ("5"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("4"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("3"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("2"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("1"' MBAlertViewHUDType.Default' 1.0f' true); 						InvokeOnMainThread (()=> {  							var hud = MBHUDView.HudWithBody ("Goodbye"' MBAlertViewHUDType.ExclamationMark' 2.0f' true); 							hud.SetDismissalHandler (()=> { 								UIView.Animate (2' ()=> { 									controller.View.BackgroundColor = UIColor.Black; 								}); 							}); 						}); 					});  					destruct.AddToDisplayQueue (); 				});  				please.AddToDisplayQueue(); 			});
Magic Number,MBAlertViewDemo,AppDelegate,C:\research\architectureSmells\repos\mono_monotouch-bindings\MBAlertView\samples\MBAlertViewDemo\MBAlertViewDemo\AppDelegate.cs,FinishedLaunching,The following statement contains a magic number: alert.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  				MBHUDView.HudWithBody ("Say please"' MBAlertViewHUDType.ExclamationMark' 1.5f' true); 				var please = MBAlertView.AlertWithBody ("Did you say please?"' null' null); 				please.Size = new System.Drawing.SizeF (280f' 180f);  				please.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  					MBHUDView.HudWithBody ("Good boy."' MBAlertViewHUDType.Checkmark' 1.0f' true); 					MBHUDView.HudWithBody ("Wait"' MBAlertViewHUDType.ActivityIndicator' 4.0f' true); 					MBHUDView.HudWithBody ("Ready?"' MBAlertViewHUDType.Default' 2.0f' true);  					var destruct = MBAlertView.AlertWithBody ("Do you want your device to self-destruct?"' null' null); 					destruct.ImageView.Image = UIImage.FromBundle ("image.png");  					destruct.AddButtonWithText ("Yes please"' MBAlertViewItemType.Destructive' () => {  						MBHUDView.HudWithBody ("Ok"' MBAlertViewHUDType.Checkmark' 1.0f' true); 						MBHUDView.HudWithBody ("5"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("4"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("3"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("2"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("1"' MBAlertViewHUDType.Default' 1.0f' true); 						InvokeOnMainThread (()=> {  							var hud = MBHUDView.HudWithBody ("Goodbye"' MBAlertViewHUDType.ExclamationMark' 2.0f' true); 							hud.SetDismissalHandler (()=> { 								UIView.Animate (2' ()=> { 									controller.View.BackgroundColor = UIColor.Black; 								}); 							}); 						}); 					});  					destruct.AddToDisplayQueue (); 				});  				please.AddToDisplayQueue(); 			});
Magic Number,MBAlertViewDemo,AppDelegate,C:\research\architectureSmells\repos\mono_monotouch-bindings\MBAlertView\samples\MBAlertViewDemo\MBAlertViewDemo\AppDelegate.cs,FinishedLaunching,The following statement contains a magic number: alert.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  				MBHUDView.HudWithBody ("Say please"' MBAlertViewHUDType.ExclamationMark' 1.5f' true); 				var please = MBAlertView.AlertWithBody ("Did you say please?"' null' null); 				please.Size = new System.Drawing.SizeF (280f' 180f);  				please.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  					MBHUDView.HudWithBody ("Good boy."' MBAlertViewHUDType.Checkmark' 1.0f' true); 					MBHUDView.HudWithBody ("Wait"' MBAlertViewHUDType.ActivityIndicator' 4.0f' true); 					MBHUDView.HudWithBody ("Ready?"' MBAlertViewHUDType.Default' 2.0f' true);  					var destruct = MBAlertView.AlertWithBody ("Do you want your device to self-destruct?"' null' null); 					destruct.ImageView.Image = UIImage.FromBundle ("image.png");  					destruct.AddButtonWithText ("Yes please"' MBAlertViewItemType.Destructive' () => {  						MBHUDView.HudWithBody ("Ok"' MBAlertViewHUDType.Checkmark' 1.0f' true); 						MBHUDView.HudWithBody ("5"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("4"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("3"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("2"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("1"' MBAlertViewHUDType.Default' 1.0f' true); 						InvokeOnMainThread (()=> {  							var hud = MBHUDView.HudWithBody ("Goodbye"' MBAlertViewHUDType.ExclamationMark' 2.0f' true); 							hud.SetDismissalHandler (()=> { 								UIView.Animate (2' ()=> { 									controller.View.BackgroundColor = UIColor.Black; 								}); 							}); 						}); 					});  					destruct.AddToDisplayQueue (); 				});  				please.AddToDisplayQueue(); 			});
Magic Number,MBAlertViewDemo,AppDelegate,C:\research\architectureSmells\repos\mono_monotouch-bindings\MBAlertView\samples\MBAlertViewDemo\MBAlertViewDemo\AppDelegate.cs,FinishedLaunching,The following statement contains a magic number: alert.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  				MBHUDView.HudWithBody ("Say please"' MBAlertViewHUDType.ExclamationMark' 1.5f' true); 				var please = MBAlertView.AlertWithBody ("Did you say please?"' null' null); 				please.Size = new System.Drawing.SizeF (280f' 180f);  				please.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  					MBHUDView.HudWithBody ("Good boy."' MBAlertViewHUDType.Checkmark' 1.0f' true); 					MBHUDView.HudWithBody ("Wait"' MBAlertViewHUDType.ActivityIndicator' 4.0f' true); 					MBHUDView.HudWithBody ("Ready?"' MBAlertViewHUDType.Default' 2.0f' true);  					var destruct = MBAlertView.AlertWithBody ("Do you want your device to self-destruct?"' null' null); 					destruct.ImageView.Image = UIImage.FromBundle ("image.png");  					destruct.AddButtonWithText ("Yes please"' MBAlertViewItemType.Destructive' () => {  						MBHUDView.HudWithBody ("Ok"' MBAlertViewHUDType.Checkmark' 1.0f' true); 						MBHUDView.HudWithBody ("5"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("4"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("3"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("2"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("1"' MBAlertViewHUDType.Default' 1.0f' true); 						InvokeOnMainThread (()=> {  							var hud = MBHUDView.HudWithBody ("Goodbye"' MBAlertViewHUDType.ExclamationMark' 2.0f' true); 							hud.SetDismissalHandler (()=> { 								UIView.Animate (2' ()=> { 									controller.View.BackgroundColor = UIColor.Black; 								}); 							}); 						}); 					});  					destruct.AddToDisplayQueue (); 				});  				please.AddToDisplayQueue(); 			});
Magic Number,MBAlertViewDemo,AppDelegate,C:\research\architectureSmells\repos\mono_monotouch-bindings\MBAlertView\samples\MBAlertViewDemo\MBAlertViewDemo\AppDelegate.cs,FinishedLaunching,The following statement contains a magic number: alert.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  				MBHUDView.HudWithBody ("Say please"' MBAlertViewHUDType.ExclamationMark' 1.5f' true); 				var please = MBAlertView.AlertWithBody ("Did you say please?"' null' null); 				please.Size = new System.Drawing.SizeF (280f' 180f);  				please.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  					MBHUDView.HudWithBody ("Good boy."' MBAlertViewHUDType.Checkmark' 1.0f' true); 					MBHUDView.HudWithBody ("Wait"' MBAlertViewHUDType.ActivityIndicator' 4.0f' true); 					MBHUDView.HudWithBody ("Ready?"' MBAlertViewHUDType.Default' 2.0f' true);  					var destruct = MBAlertView.AlertWithBody ("Do you want your device to self-destruct?"' null' null); 					destruct.ImageView.Image = UIImage.FromBundle ("image.png");  					destruct.AddButtonWithText ("Yes please"' MBAlertViewItemType.Destructive' () => {  						MBHUDView.HudWithBody ("Ok"' MBAlertViewHUDType.Checkmark' 1.0f' true); 						MBHUDView.HudWithBody ("5"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("4"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("3"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("2"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("1"' MBAlertViewHUDType.Default' 1.0f' true); 						InvokeOnMainThread (()=> {  							var hud = MBHUDView.HudWithBody ("Goodbye"' MBAlertViewHUDType.ExclamationMark' 2.0f' true); 							hud.SetDismissalHandler (()=> { 								UIView.Animate (2' ()=> { 									controller.View.BackgroundColor = UIColor.Black; 								}); 							}); 						}); 					});  					destruct.AddToDisplayQueue (); 				});  				please.AddToDisplayQueue(); 			});
Magic Number,MBAlertViewDemo,AppDelegate,C:\research\architectureSmells\repos\mono_monotouch-bindings\MBAlertView\samples\MBAlertViewDemo\MBAlertViewDemo\AppDelegate.cs,FinishedLaunching,The following statement contains a magic number: alert.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  				MBHUDView.HudWithBody ("Say please"' MBAlertViewHUDType.ExclamationMark' 1.5f' true); 				var please = MBAlertView.AlertWithBody ("Did you say please?"' null' null); 				please.Size = new System.Drawing.SizeF (280f' 180f);  				please.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  					MBHUDView.HudWithBody ("Good boy."' MBAlertViewHUDType.Checkmark' 1.0f' true); 					MBHUDView.HudWithBody ("Wait"' MBAlertViewHUDType.ActivityIndicator' 4.0f' true); 					MBHUDView.HudWithBody ("Ready?"' MBAlertViewHUDType.Default' 2.0f' true);  					var destruct = MBAlertView.AlertWithBody ("Do you want your device to self-destruct?"' null' null); 					destruct.ImageView.Image = UIImage.FromBundle ("image.png");  					destruct.AddButtonWithText ("Yes please"' MBAlertViewItemType.Destructive' () => {  						MBHUDView.HudWithBody ("Ok"' MBAlertViewHUDType.Checkmark' 1.0f' true); 						MBHUDView.HudWithBody ("5"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("4"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("3"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("2"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("1"' MBAlertViewHUDType.Default' 1.0f' true); 						InvokeOnMainThread (()=> {  							var hud = MBHUDView.HudWithBody ("Goodbye"' MBAlertViewHUDType.ExclamationMark' 2.0f' true); 							hud.SetDismissalHandler (()=> { 								UIView.Animate (2' ()=> { 									controller.View.BackgroundColor = UIColor.Black; 								}); 							}); 						}); 					});  					destruct.AddToDisplayQueue (); 				});  				please.AddToDisplayQueue(); 			});
Magic Number,MBAlertViewDemo,AppDelegate,C:\research\architectureSmells\repos\mono_monotouch-bindings\MBAlertView\samples\MBAlertViewDemo\MBAlertViewDemo\AppDelegate.cs,FinishedLaunching,The following statement contains a magic number: alert.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  				MBHUDView.HudWithBody ("Say please"' MBAlertViewHUDType.ExclamationMark' 1.5f' true); 				var please = MBAlertView.AlertWithBody ("Did you say please?"' null' null); 				please.Size = new System.Drawing.SizeF (280f' 180f);  				please.AddButtonWithText ("Yes"' MBAlertViewItemType.Positive' () => {  					MBHUDView.HudWithBody ("Good boy."' MBAlertViewHUDType.Checkmark' 1.0f' true); 					MBHUDView.HudWithBody ("Wait"' MBAlertViewHUDType.ActivityIndicator' 4.0f' true); 					MBHUDView.HudWithBody ("Ready?"' MBAlertViewHUDType.Default' 2.0f' true);  					var destruct = MBAlertView.AlertWithBody ("Do you want your device to self-destruct?"' null' null); 					destruct.ImageView.Image = UIImage.FromBundle ("image.png");  					destruct.AddButtonWithText ("Yes please"' MBAlertViewItemType.Destructive' () => {  						MBHUDView.HudWithBody ("Ok"' MBAlertViewHUDType.Checkmark' 1.0f' true); 						MBHUDView.HudWithBody ("5"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("4"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("3"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("2"' MBAlertViewHUDType.Default' 1.0f' true); 						MBHUDView.HudWithBody ("1"' MBAlertViewHUDType.Default' 1.0f' true); 						InvokeOnMainThread (()=> {  							var hud = MBHUDView.HudWithBody ("Goodbye"' MBAlertViewHUDType.ExclamationMark' 2.0f' true); 							hud.SetDismissalHandler (()=> { 								UIView.Animate (2' ()=> { 									controller.View.BackgroundColor = UIColor.Black; 								}); 							}); 						}); 					});  					destruct.AddToDisplayQueue (); 				});  				please.AddToDisplayQueue(); 			});
