Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,s4pe,S4PIDemoFE,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: S4PIDemoFE' S4PIDemoFE.Filter,S4PIDemoFE.DDSControl' S4PIDemoFE.MainForm' S4PIDemoFE.TGIBlockSelection' S4PIDemoFE.BrowserWidget' S4PIDemoFE.ImportBatch' S4PIDemoFE.TGIBlockListEditor' S4PIDemoFE.Filter.ResourceFilterWidget
Cyclic Dependency,s4pe,S4PIDemoFE.Filter,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: S4PIDemoFE.Filter' S4PIDemoFE' S4PIDemoFE.Tools' S4PIDemoFE,S4PIDemoFE.Filter.ResourceFilterWidget' S4PIDemoFE.DDSControl' S4PIDemoFE.MainForm' S4PIDemoFE.TGIBlockSelection' S4PIDemoFE.BrowserWidget' S4PIDemoFE.ImportBatch' S4PIDemoFE.TGIBlockListEditor' S4PIDemoFE.Tools.FNVHashDialog' S4PIDemoFE.Tools.SearchForm' S4PIDemoFE.Tools.SearchThread
Cyclic Dependency,s4pe,S4PIDemoFE.Settings,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: S4PIDemoFE.Settings' S4PIDemoFE,S4PIDemoFE.Settings.ExternalProgramsDialog' S4PIDemoFE.Settings.ManageWrappersDialog' S4PIDemoFE.Settings.OrganiseBookmarksDialog' S4PIDemoFE.DDSControl' S4PIDemoFE.MainForm' S4PIDemoFE.TGIBlockSelection' S4PIDemoFE.BrowserWidget' S4PIDemoFE.ImportBatch' S4PIDemoFE.TGIBlockListEditor
Cyclic Dependency,s4pe,S4PIDemoFE.Settings,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: S4PIDemoFE.Settings' S4PIDemoFE' S4PIDemoFE.Filter' S4PIDemoFE,S4PIDemoFE.Settings.ExternalProgramsDialog' S4PIDemoFE.Settings.ManageWrappersDialog' S4PIDemoFE.Settings.OrganiseBookmarksDialog' S4PIDemoFE.DDSControl' S4PIDemoFE.MainForm' S4PIDemoFE.TGIBlockSelection' S4PIDemoFE.BrowserWidget' S4PIDemoFE.ImportBatch' S4PIDemoFE.TGIBlockListEditor' S4PIDemoFE.Filter.ResourceFilterWidget
Cyclic Dependency,s4pe,S4PIDemoFE.Tools,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: S4PIDemoFE.Tools' S4PIDemoFE,S4PIDemoFE.Tools.FNVHashDialog' S4PIDemoFE.Tools.SearchForm' S4PIDemoFE.Tools.SearchThread' S4PIDemoFE.DDSControl' S4PIDemoFE.MainForm' S4PIDemoFE.TGIBlockSelection' S4PIDemoFE.BrowserWidget' S4PIDemoFE.ImportBatch' S4PIDemoFE.TGIBlockListEditor
Unstable Dependency,s4pe,S4PIDemoFE,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): S4PIDemoFE.Tools,S4PIDemoFE.FNVHashDialog' S4PIDemoFE.SearchForm' S4PIDemoFE.GoEventArgs
Unstable Dependency,s4pe,S4PIDemoFE.Filter,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): S4PIDemoFE,S4PIDemoFE.Filter.BrowserWidget
Unstable Dependency,s4pe,S4PIDemoFE.Settings,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): S4PIDemoFE,S4PIDemoFE.Settings.MainForm
God Component,s4pe,S4PIDemoFE,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 77,S4PIDemoFE.myDataFormat' S4PIDemoFE.AutoSaveState' S4PIDemoFE.Mode' S4PIDemoFE.DuplicateHandling' S4PIDemoFE.MD' S4PIDemoFE.MB' S4PIDemoFE.CMS_TP' S4PIDemoFE.CMS_BW' S4PIDemoFE.IBuiltInValueControl' S4PIDemoFE.IgnoredException' S4PIDemoFE.ResourceChangingEventArgs' S4PIDemoFE.ResourceChangedEventArgs' S4PIDemoFE.CmdInfo' S4PIDemoFE.MBDropDownOpeningEventArgs' S4PIDemoFE.MBClickEventArgs' S4PIDemoFE.HelperClickEventArgs' S4PIDemoFE.MRUClickEventArgs' S4PIDemoFE.BookmarkClickEventArgs' S4PIDemoFE.s4piPropertyGrid' S4PIDemoFE.IResourceKeyCTD' S4PIDemoFE.ArrayOwner' S4PIDemoFE.RLEControl' S4PIDemoFE.ImageControl' S4PIDemoFE.ThumbnailControl' S4PIDemoFE.Program' S4PIDemoFE.AApiVersionedFieldsCTDConverter' S4PIDemoFE.TGIBlockListIndexEditor' S4PIDemoFE.ICollectionAApiVersionedFieldsEditor' S4PIDemoFE.IDictionaryConverter' S4PIDemoFE.TGIBlockListEditor' S4PIDemoFE.ReaderEditor' S4PIDemoFE.ReaderConverter' S4PIDemoFE.DeformerMapControl' S4PIDemoFE.TextControl' S4PIDemoFE.HexControl' S4PIDemoFE.EnumChooserEditor' S4PIDemoFE.ICollectionAApiVersionedFieldsConverter' S4PIDemoFE.ArrayConverter' S4PIDemoFE.IDictionaryEditor' S4PIDemoFE.TGIBlockListConverter' S4PIDemoFE.TGIBlockListIndexConverter' S4PIDemoFE.AsHexConverter' S4PIDemoFE.EnumChooserConverter' S4PIDemoFE.IResourceKeyConverter' S4PIDemoFE.AsKVPList' S4PIDemoFE.Splash' S4PIDemoFE.ABuiltInValueControl' S4PIDemoFE.GetNumberDialog
Scattered Functionality,s4pe,S4PIDemoFE,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: s4pi.Interfaces' s4pi.WrapperDealer,s4pi.Interfaces.IPackage' s4pi.WrapperDealer.WrapperDealer
