Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ArrayProperty,0,3,2,0,2,62,9,0,1,0,1,3
ClassProperty,2,6,3,0,4,124,19,5,1,0.83,1,2
Configuration,7,5,7,0,3,137,15,0,0,0.97,4,7
NullableGenericProperty,0,4,1,0,3,40,7,0,2,0,0,0
CustomHandler,2,1,2,0,1,28,1,0,0,1,0,4
DataSetEditor,1,2,0,0,2,167,5,0,0,1,0,1
DynamicConverter,2,16,0,0,13,123,24,0,0,0,5,1
DynamicEditor,2,8,0,0,6,87,20,0,0,0,6,1
IAdditionalProperties,0,1,0,0,0,4,1,0,0,0,0,1
InvokeProperties,2,2,2,0,2,37,2,0,0,1,1,1
Language,0,0,0,0,0,6,0,0,0,0,0,3
ListStandardValues,0,5,0,0,4,38,10,0,0,0,0,0
MainForm,65,50,0,0,3,1359,145,0,0,1,15,4
MessageTracer,5,9,0,5,0,157,28,0,0,1,0,2
MessageType,0,0,0,0,0,8,0,0,0,0,0,5
MethodProperty,5,15,0,0,7,139,27,0,1,0.89,3,2
NoCloseMemoryStream,0,1,0,0,1,6,1,0,0,0,0,2
NullablePrimitiveProperty,0,4,1,0,3,31,5,0,2,0,0,1
OptionDialog,6,5,0,0,1,106,7,0,0,1,1,1
PrimitiveProperty,1,3,1,0,3,34,3,0,1,0.67,0,1
Protocol,0,0,0,0,0,7,0,0,0,0,0,2
ProxyProperties,9,6,7,0,3,209,30,0,0,1,5,1
ProxyProperty,2,4,0,0,3,41,8,0,1,0.75,2,2
RequestProperties,18,1,17,18,1,175,3,0,0,0.94,0,2
Script,11,17,1,0,7,330,56,0,0,1,2,1
SearchDialog,10,5,0,3,1,97,6,0,0,1,0,1
TreeNodeProperty,5,25,1,2,13,288,65,4,0,0.99,8,9
UiProperties,4,1,6,0,1,75,1,0,0,1,0,1
Wsdl,12,28,10,0,6,694,102,0,0,1,4,1
WsdlProperties,11,2,11,0,2,125,2,0,0,1,3,1
WSSWebRequest,3,7,12,0,7,160,12,0,0,0.93,4,2
WSSWebRequestCreate,0,2,0,0,2,17,3,0,0,0,1,1
WSSWebResponse,2,5,6,0,5,109,10,0,0,0.9,2,2
XmlAttributeProperty,1,4,1,0,3,50,8,0,2,0,3,1
XmlElementProperty,3,4,1,0,3,88,17,0,2,0,2,2
XmlTreeNode,2,1,2,0,1,25,1,0,0,0.5,0,2
XmlTreeWriter,7,36,3,0,30,213,45,0,0,1,1,1
