Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
App,1,9,1,0,1,101,13,0,0,0.89,0,0
Resource,2,0,0,2,0,5,0,0,0,0,0,1
CreateGroupPage,2,8,0,0,2,61,9,0,0,0.88,1,0
GroupEventPage,2,3,0,0,1,23,4,0,0,0.33,2,0
HomePage,1,8,0,0,1,44,8,0,0,0.88,3,0
SearchPage,2,3,0,0,1,21,4,0,0,0.33,1,0
MainPage,0,3,0,0,1,16,3,0,0,0,0,0
Navigation,0,0,1,0,0,7,0,0,0,0,0,3
BindableBase,0,2,0,0,1,44,3,12,0,0,0,0
Event,10,2,10,0,2,109,2,0,1,1,0,3
Group,5,2,5,0,2,61,3,0,1,1,1,4
Log,4,1,4,0,1,46,1,0,1,1,0,0
Punishment,5,1,5,0,1,56,1,0,1,1,0,0
User,9,2,9,0,2,98,2,0,1,1,0,3
UserEvent,5,1,5,0,1,56,1,0,1,1,0,0
UserGroup,8,2,8,0,2,89,2,0,1,1,0,0
Vote,5,1,5,0,1,56,1,0,1,1,0,0
UserEventData,0,0,9,0,0,39,0,0,0,0,0,1
GetUserEventResponse,0,0,2,0,0,11,0,0,0,0,0,1
UserGroupData,0,0,5,0,0,23,0,0,0,0,0,1
GetUserGroupResponse,0,0,2,0,0,11,0,0,0,0,0,1
UserInfoData,0,0,5,0,0,23,0,0,0,0,0,0
GetUserInfoResponse,0,0,2,0,0,11,0,0,0,0,0,1
UserSearchData,0,0,5,0,0,23,0,0,0,0,0,1
GetUserSearchResponse,0,0,2,0,0,11,0,0,0,0,0,1
CreateGroupViewModels,1,2,0,0,2,27,3,0,1,0.5,1,0
GroupViewModels,5,7,3,0,5,114,11,0,1,0.77,4,2
HomeViewModels,4,9,3,0,6,116,14,0,1,0.83,8,1
SearchViewModels,2,3,1,0,2,37,5,0,1,0.67,4,1
EventPage,0,1,0,0,1,7,1,0,0,0,0,0
