Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,Initialize,Cyclomatic complexity of the method is 13
Long Statement,Voat.RulesEngine,Rule<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\Rule.cs,DemandContext,The length of the statement  "                        throw new RuleException(String.Format("Required context item '{0}' of type {1} does not exist in {2} Rule"' key' (type == null ? "N/A" : type.Name)' this.Name)); " is 161.
Long Statement,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,AddRule,The length of the statement  "                throw new RuleException("Rules engine already contains a rule with the same name or number. '{0} ({1})'. Rules must be not share the same name or number."' rule.Name' rule.Number); " is 180.
Long Statement,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,Initialize,The length of the statement  "                                            throw new RuleException(String.Format("Error loading aseembly or discoverable rules in assembly: {0}"' assemblyName)' ex); " is 122.
Long Statement,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,Initialize,The length of the statement  "                                            var ruleInfo = RuleDiscoveryProvider.Map(new DiscoveredType<RuleDiscoveryAttribute>() { Type = t' Attribute = ruleDescription }); " is 129.
Long Statement,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,GetRulesByScope,The length of the statement  "                return _rules.Where(x => (x.Scope == scope || (includeGlobalScope && x.Scope == RuleScope.Global))).OrderBy(x => x.Order).ToList(); " is 131.
Long Statement,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,GetRulesByScope,The length of the statement  "                return _rules.Where(x => scopeEvaluator(x' scope) || (includeGlobalScope && x.Scope == RuleScope.Global)).OrderBy(x => x.Order).ToList(); " is 137.
Long Statement,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,EvaluateRuleSet,The length of the statement  "                        Debug.WriteLine(String.Format("Rule: {0}: {1} ({2} - {3})"' rule.Name' rule.Number' scope.ToString()' typeof(Rule).Name)); " is 122.
Long Statement,Voat.RulesEngine,RulesEngine<T>,D:\research\architectureSmells\repos\voat_voat\src\Voat.RulesEngine\RulesEngine.cs,ConstructRule,The length of the statement  "                string errorMessage = String.Format("Rule '{0}' threw an error during construction. Ensure it has a default parameterless constructor and isn't abstract or static."' ruleType.Name); " is 181.
