Implementation smell,Namespace,Class,File,Method,Description
Magic Number,ShadowPlatformSpecific,ShadowPlatformSpecificPageCS,C:\repos\xamarin_xamarin-forms-samples\UserInterface\ShadowPlatformSpecific\ShadowPlatformSpecific\ShadowPlatformSpecificPageCS.cs,ShadowPlatformSpecificPageCS,The following statement contains a magic number: Content = new Grid  			{  				Margin = new Thickness(20)'  				Children = {  					new Label { Text = "Effect Exposed by a Platform Specific"' FontAttributes = FontAttributes.Bold' HorizontalOptions = LayoutOptions.Center }'  					shadowLabel  				}  			};
