Implementation smell,Namespace,Class,File,Method,Description
Magic Number,WorkingWithBehaviors,NumericValidationPageCS,C:\repos\xamarin_xamarin-forms-samples\Behaviors\AttachedNumericValidationBehavior\WorkingWithBehaviors\NumericValidationPageCS.cs,NumericValidationPageCS,The following statement contains a magic number: Content = new StackLayout {  				Padding = new Thickness (0' 20' 0' 0)'  				Children = {  					new Label {  						Text = "Red when the number isn't valid"'  						FontSize = Device.GetNamedSize (NamedSize.Small' typeof(Label))  					}'  					entry  				}  			};
