Implementation smell,Namespace,Class,File,Method,Description
Magic Number,AttachedNumericValidationBehavior,NumericValidationPageCS,D:\research\architectureSmells\repos\xamarin_xamarin-forms-samples\Behaviors\AttachedNumericValidationBehavior\AttachedNumericValidationBehavior\NumericValidationPageCS.cs,NumericValidationPageCS,The following statement contains a magic number: Content = new StackLayout {  				Padding = new Thickness (0' 20' 0' 0)'  				Children = {  					new Label {  						Text = "Red when the number isn't valid"'  						FontSize = Device.GetNamedSize (NamedSize.Small' typeof(Label))  					}'  					entry  				}  			};
