Implementation smell,Namespace,Class,File,Method,Description
Magic Number,PinchGesture,HomePageCS,D:\research\architectureSmells\repos\xamarin_xamarin-forms-samples\WorkingWithGestures\PinchGesture\PinchGesture\HomePageCS.cs,HomePageCS,The following statement contains a magic number: Content = new Grid {  				Padding = new Thickness (20)'  				Children = {  					new PinchToZoomContainer {  						Content = new Image { Source = ImageSource.FromFile ("waterfront.jpg") }  					}	  				}  			};
