Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WorkingWithListview,CustomCellXaml,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Custom\CustomCellXaml.xaml.cs,OnCellClicked,The length of the statement  "			((ContentPage)((ListView)((StackLayout)b.ParentView).ParentView).ParentView).DisplayAlert("Clicked"' t + " button was clicked"' "OK"); " is 134.
Magic Number,WorkingWithListview,BasicListPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Basic\BasicListPage.cs,BasicListPage,The following statement contains a magic number: Padding = new Thickness (0'20'0'0);
Magic Number,WorkingWithListview,ContextActionsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Context\ContextActionsCell.cs,ContextActionsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}  				}  			};
Magic Number,WorkingWithListview,ContextActionsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Context\ContextActionsCell.cs,ContextActionsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}  				}  			};
Magic Number,WorkingWithListview,ContextActionsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Context\ContextActionsCell.cs,ContextActionsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}  				}  			};
Magic Number,WorkingWithListview,ContextActionsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Context\ContextActionsCell.cs,ContextActionsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}  				}  			};
Magic Number,WorkingWithListview,ContextActionsPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Context\ContextActionsPage.cs,ContextActionsPage,The following statement contains a magic number: Padding = new Thickness (0'20'0'0);
Magic Number,WorkingWithListview,CustomCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Custom\CustomCell.cs,CustomCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}'  					button  				}  			};
Magic Number,WorkingWithListview,CustomCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Custom\CustomCell.cs,CustomCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}'  					button  				}  			};
Magic Number,WorkingWithListview,CustomCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Custom\CustomCell.cs,CustomCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}'  					button  				}  			};
Magic Number,WorkingWithListview,CustomCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Custom\CustomCell.cs,CustomCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Horizontal'  				HorizontalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 15)'  				Children = {  					new StackLayout {  						Orientation = StackOrientation.Vertical'  						Children = { label1' label2 }  					}'  					button  				}  			};
Magic Number,WorkingWithListview,CustomCellPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Custom\CustomCellPage.cs,CustomCellPage,The following statement contains a magic number: Padding = new Thickness (0'20'0'0);
Magic Number,WorkingWithListview,UnevenRowsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Uneven\UnevenRowsCell.cs,UnevenRowsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Vertical'  				VerticalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 5)'  				Children = { label1 }  			};
Magic Number,WorkingWithListview,UnevenRowsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Uneven\UnevenRowsCell.cs,UnevenRowsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Vertical'  				VerticalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 5)'  				Children = { label1 }  			};
Magic Number,WorkingWithListview,UnevenRowsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Uneven\UnevenRowsCell.cs,UnevenRowsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Vertical'  				VerticalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 5)'  				Children = { label1 }  			};
Magic Number,WorkingWithListview,UnevenRowsCell,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Uneven\UnevenRowsCell.cs,UnevenRowsCell,The following statement contains a magic number: View = new StackLayout {  				Orientation = StackOrientation.Vertical'  				VerticalOptions = LayoutOptions.StartAndExpand'  				Padding = new Thickness (15' 5' 5' 5)'  				Children = { label1 }  			};
Magic Number,WorkingWithListview,UnevenRowsPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\Uneven\UnevenRowsPage.cs,UnevenRowsPage,The following statement contains a magic number: Padding = new Thickness (0'20'0'0);
Magic Number,WorkingWithListview,HeaderFooterPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\HeaderFooter\HeaderFooterPage.cs,HeaderFooterPage,The following statement contains a magic number: Padding = new Thickness (0' 20' 0' 0);
Magic Number,WorkingWithListview,HeaderFooterPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\HeaderFooter\HeaderFooterPage.cs,HeaderFooterPage,The following statement contains a magic number: listView.Header = new StackLayout {   				Padding = new Thickness(5'10'5'0)'  				BackgroundColor = Color.FromHex("#cccccc")'  				Children={  					new Label {Text="Header"}'  					new Label {Text="Subhead"' FontSize = Device.GetNamedSize(NamedSize.Small' typeof(Label)) }  				}  			};
Magic Number,WorkingWithListview,HeaderFooterPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\HeaderFooter\HeaderFooterPage.cs,HeaderFooterPage,The following statement contains a magic number: listView.Header = new StackLayout {   				Padding = new Thickness(5'10'5'0)'  				BackgroundColor = Color.FromHex("#cccccc")'  				Children={  					new Label {Text="Header"}'  					new Label {Text="Subhead"' FontSize = Device.GetNamedSize(NamedSize.Small' typeof(Label)) }  				}  			};
Magic Number,WorkingWithListview,HeaderFooterPage,C:\repos\xamarin_xamarin-forms-samples\WorkingWithListview\WorkingWithListview\HeaderFooter\HeaderFooterPage.cs,HeaderFooterPage,The following statement contains a magic number: listView.Header = new StackLayout {   				Padding = new Thickness(5'10'5'0)'  				BackgroundColor = Color.FromHex("#cccccc")'  				Children={  					new Label {Text="Header"}'  					new Label {Text="Subhead"' FontSize = Device.GetNamedSize(NamedSize.Small' typeof(Label)) }  				}  			};
