Implementation smell,Namespace,Class,File,Method,Description
Magic Number,EffectsDemo,HomePageCS,C:\repos\xamarin_xamarin-forms-samples\Behaviors\EffectBehavior\EffectsDemo\HomePageCS.cs,HomePageCS,The following statement contains a magic number: Content = new Grid {   				Padding = new Thickness (0' 20' 0' 0)'  				Children = {  					new Label {  						Text = "Effects Demo with a Behavior"'  						FontAttributes = FontAttributes.Bold'  						HorizontalOptions = LayoutOptions.Center  					}'  					label  				}  			};
