Implementation smell,Namespace,Class,File,Method,Description
Missing Default,OAuthNativeFlow,OAuthNativeFlowPage,D:\research\architectureSmells\repos\xamarin_xamarin-forms-samples\WebServices\OAuthNativeFlow\OAuthNativeFlow\OAuthNativeFlowPage.xaml.cs,OnLoginClicked,The following switch statement is missing a default case: switch (Device.RuntimePlatform)  			{  				case Device.iOS:  					clientId = Constants.iOSClientId;  					redirectUri = Constants.iOSRedirectUrl;  					break;    				case Device.Android:  					clientId = Constants.AndroidClientId;  					redirectUri = Constants.AndroidRedirectUrl;  					break;  			}
