Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TodoASMX,TodoListPage,C:\repos\xamarin_xamarin-forms-samples\WebServices\TodoASMX\TodoASMX\Views\TodoListPage.xaml.cs,OnAppearing,The length of the statement  "						"This app is running against Xamarin's read-only ASMX service. To create' edit' and delete data you must update the service endpoint to point to your own hosted ASMX service."' " is 176.
