Method,LOC,CC,PC
Extensions:SqlFormat,3,1,3
PublishDateForAllPVs:Up,4,1,0
TagMappingCreateDate:Up,3,1,0
UserStandAlone:Up,3,1,0
SongListDeleted:Up,3,1,0
PVForSongDisabled:Up,3,1,0
EventEndDate:Up,3,1,0
EventSeriesTags:Up,15,1,0
EntryReportStatus:Up,4,1,0
ReplaceEventIndex:Up,4,1,0
ReplaceEventIndex:Down,4,1,0
ArtistsForEvents:Up,8,1,0
EventReports:Up,3,1,0
PVCreatedBy:Up,3,1,0
EventTags:Up,12,1,0
PVsForEvents:Up,11,1,0
PVExtendedMetadata:Up,4,1,0
ReleaseEventCreateDate:Up,3,1,0
TranslatedEventName:Up,31,1,0
TranslatedEventName:Down,2,1,0
EventSeriesStatus:Up,3,1,0
EventDeletionAndSeriesCategory:Up,5,1,0
EventStatusAndCategory:Up,4,1,0
TagTargetTypes:Up,3,1,0
UserOptionStylesheet:Up,3,1,0
EventsForUsers:Up,10,1,0
ReleaseEventComments:Up,8,1,0
ReleaseEventPictureAndVenue:Up,4,1,0
ReleaseEventSongList:Up,3,1,0
AlbumPersonalDescription:Up,4,1,0
SongPersonalDescription:Up,4,1,0
ArtistHit:Up,8,1,0
TagForUser:Up,8,1,0
VoicebankReleaseDate:Up,4,1,0
TagMapping:Up,10,1,0
TagMapping:Down,3,1,0
TagRemoveAliasedTo:Up,4,1,0
TagRemoveAliasedTo:Down,3,1,0
UserNewCryptoAlgo:Up,4,1,0
UserNewCryptoAlgo:Down,3,1,0
LyricsURL:Up,5,1,0
LyricsURL:Down,3,1,0
RemoveLanguageFromLyrics:Up,3,1,0
RemoveLanguageFromLyrics:Down,3,1,0
LyricsLanguage:Up,8,1,0
LyricsLanguage:Down,3,1,0
TagDescriptionLength:Up,6,1,0
TagDescriptionLength:Down,1,1,0
UserKnownLanguages:Up,8,1,0
ArchivedReleaseEventRemoveRedundantFields:Up,8,1,0
ArchivedReleaseEventRemoveRedundantFields:Down,3,1,0
ReleaseEventSeriesVersionHistory:Up,14,1,0
AlbumReleaseEventId:Up,6,1,0
AlbumReleaseEventId:Down,4,1,0
ArchivedReleaseEventNotesAndData:Up,5,1,0
ReleaseEventsForSongs:Up,3,1,0
ReleaseEventWebLinks:Up,14,1,0
SongListDescriptionExtend:Up,3,1,0
ArtistForArtistLinkType:Up,3,1,0
ReleaseEventNameUniqueIndex:Up,3,1,0
TagsHiddenFromSuggestions:Up,3,1,0
TrashedEntryNotes:Up,3,1,0
OldUserNames:Up,7,1,0
TagMergeRecords:Up,7,1,0
TagUsageDate:Up,5,1,0
TagSoftDeleted:Up,3,1,0
EventCustomName:Up,3,1,0
SongNotesExtend:Up,4,1,0
SongNotesExtend:Down,4,1,0
UserLanguageCodeExtend:Up,4,1,0
TrashedEntryId:Up,3,1,0
TagReports:Up,3,1,0
TagCreateDate:Up,3,1,0
TagAdditionalNamesString:Up,3,1,0
PVForAlbumPvIdColumnLength:Up,4,1,0
PVForAlbumPvIdColumnLength:Down,3,1,0
TagWebLinks:Up,7,1,0
SupporterUser:Up,3,1,0
RelatedTags:Up,9,1,0
RemoveInlineFieldsFromArchivedTags:Up,4,1,0
RemoveInlineFieldsFromArchivedTags:Down,4,1,0
TranslatedTagDescription:Up,3,1,0
AddIndicesMigration:Up,12,2,0
AddIndicesMigration:Down,7,1,0
AlbumForUserUniqueIndex:Up,8,2,0
AlbumForUserUniqueIndex:Down,4,1,0
TagUsageCount:Up,6,1,0
TagUsageCount:Down,3,1,0
CreateDataForArchivedTagVersion:Up,4,1,0
CreateTranslatedTagName:Up,13,1,0
CreateTranslatedTagName:Down,6,1,0
RemoveTagName:Up,3,1,0
RemoveTagName:Down,3,1,0
TagPrimaryKey:Up,21,1,0
TagPrimaryKey:Down,2,1,0
TagIdReferences:CopyTagNameToId,11,2,3
TagIdReferences:MigrateUsagesTable,23,3,2
TagIdReferences:Up,24,1,0
TagIdReferences:Down,3,1,0
TagEnglishName:Up,5,1,0
TagEnglishName:Down,3,1,0
TagUsagesUniqueIndexes:CreateIndex,5,2,3
TagUsagesUniqueIndexes:RevertIndex,5,2,3
TagUsagesUniqueIndexes:Up,5,1,0
TagUsagesUniqueIndexes:Down,5,1,0
ReleaseEventSeriesPicture:Up,3,1,0
UserMessagesIndexReceiver:Up,7,1,0
ArchivedTagNotes:Up,4,1,0
AlbumDiscProperties:Up,11,1,0
UnreadNotificationsToKeepForUser:Up,3,1,0
TagComments:Up,8,1,0
SongListComments:Up,9,1,0
VerifiedArtistForUsers:Up,5,1,0
VerifiedArtistForUsers:Down,3,1,0
CreateInboxesForUserMessages:Up,5,1,0
CreateDateToSongLists:Up,3,1,0
AllowCustomTracks:Up,3,1,0
EventDateToSongLists:Up,4,1,0
DateToRatedSongs:Up,4,1,0
IndexDeletedToAlbums:Up,4,1,0
ArchivedSongListVersionNotes:Up,5,1,0
VersionNumbers:Up,9,1,0
ActivityEntryReleaseEvent:Up,7,1,0
ActivityEntryTagsAndSongLists:Up,12,1,0
ActivityEntryArchivedEntryIds:Up,10,1,0
SongThumbUrl:Up,5,1,0
SongPublishDate:Up,5,1,0
SongPVPublishDate:Up,5,1,0
UserLastLoginCulture:Up,4,1,0
EntryReportVersionNumber:Up,6,2,0
ArtistBaseVoicebankIndex:Up,5,2,0
ExtendCommentTextLength:Up,8,2,0
ExtendCommentTextLength:Down,8,2,0
AddDiscussionFolders:Up,30,2,0
AddEnglishTranslatedDescriptions:Up,7,2,0
AddShowChatboxForUser:Up,6,2,0
