Project,Namespace,Ca types,Ce types
MVVMSidekick_net40,MVVMSidekick.Behaviors,,MVVMSidekick.Views.StageManager
MVVMSidekick_net40,MVVMSidekick.Collections,,
MVVMSidekick_net40,Collections,,
MVVMSidekick_net40,MVVMSidekick,,MVVMSidekick.ViewModels.BindableBase' MVVMSidekick.Common.CallingCodeContext' MVVMSidekick.Common.DisposeEntry' MVVMSidekick.Common.DisposeEventArgs' MVVMSidekick.Views.IView' MVVMSidekick.Views.PageViewDisguise' MVVMSidekick.Views.ControlViewDisguise' MVVMSidekick.Views.WindowViewDisguise
MVVMSidekick_net40,Commands,,MVVMSidekick.ViewModels.BindableBase
MVVMSidekick_net40,MVVMSidekick.Common,MVVMSidekick.TaskExecutionWindowEventArg' MVVMSidekick.DisposeGroupBase' Reactive.TaskExecutionWindowEventArg' ViewModels.DisposeGroupBase' MVVMSidekick.ViewModels.BindableBaseExtensions' MVVMSidekick.ViewModels.ViewModelBase<TViewModel>,
MVVMSidekick_net40,EventRouting,,MVVMSidekick.ViewModels.BindableBase
MVVMSidekick_net40,ItemsAndSelection,,MVVMSidekick.ViewModels.BindableBase
MVVMSidekick_net40,Patterns,,MVVMSidekick.ViewModels.BindableBase
MVVMSidekick_net40,Tree,,MVVMSidekick.ViewModels.BindableBase
MVVMSidekick_net40,System.ComponentModel,,
MVVMSidekick_net40,Reactive,,MVVMSidekick.ViewModels.BindableBase' MVVMSidekick.Common.CallingCodeContext
MVVMSidekick_net40,MVVMSidekick.Reactive,,
MVVMSidekick_net40,Services,,
MVVMSidekick_net40,MVVMSidekick.Testing,,
MVVMSidekick_net40,Utilities,,
MVVMSidekick_net40,MVVMSidekick.ViewModels,MVVMSidekick.EventCommandHelper' MVVMSidekick.EventRouterHelper' MVVMSidekick.ItemsAndSelectionGroup<T;TCollection;TSelectionMode>' MVVMSidekick.MVVMRxExtensions' MVVMSidekick.Property<TProperty>' MVVMSidekick.ValueContainer<TProperty>' Commands.EventCommandHelper' EventRouting.EventRouterHelper' ItemsAndSelection.ItemsAndSelectionGroup<T;TCollection;TSelectionMode>' Patterns.ItemsAndSelectionGroup<T;TCollection;TSelectionMode>' Tree.ItemsAndSelectionGroup<T;TCollection;TSelectionMode>' Reactive.MVVMRxExtensions' ViewModels.Property<TProperty>' ViewModels.ValueContainer<TProperty>,MVVMSidekick.Common.IDisposeGroup' MVVMSidekick.Views.IStageManager' MVVMSidekick.Views.IView
MVVMSidekick_net40,ViewModels,,MVVMSidekick.Common.DisposeEntry' MVVMSidekick.Common.CallingCodeContext' MVVMSidekick.Common.DisposeEventArgs' MVVMSidekick.Views.IView' MVVMSidekick.ViewModels.BindableBase
MVVMSidekick_net40,MVVMSidekick.Views,MVVMSidekick.ViewModelToViewMapperHelper' Views.ViewModelToViewMapperHelper' MVVMSidekick.IViewModelLifetime' MVVMSidekick.ViewHelper' MVVMSidekick.ViewModels.ViewModelBase<TViewModel>' ViewModels.IViewModelLifetime' Views.ViewHelper' MVVMSidekick.Behaviors.BaeconBehavior' MVVMSidekick.Test.Playground.WPF.MainWindow,
MVVMSidekick_net40,Views,,MVVMSidekick.Views.IView' MVVMSidekick.Views.PageViewDisguise' MVVMSidekick.Views.ControlViewDisguise' MVVMSidekick.Views.WindowViewDisguise
