Method,LOC,CC,PC
MidiPlugin:MidiPlugin,2,1,0
MidiPlugin:initializePlugin,14,2,0
MidiPlugin:startupPlugin,26,4,0
MidiPlugin:HandleCurrentExecutorPageChanged,3,1,2
MidiPlugin:HandleExport,11,1,2
MidiPlugin:HandleImport,9,1,2
MidiPlugin:shutdownPlugin,21,4,0
MidiPlugin:saveProject,8,1,1
MidiPlugin:loadProject,8,1,1
MidiPlugin:closeProject,7,1,1
MidiPlugin:connectionClosing,5,1,0
MidiPlugin:connectionEstablished,5,1,0
MidiPlugin:Close,8,2,0
MidiPlugin:Load,13,4,0
MidiPlugin:Save,14,2,0
MidiPlugin:Serialize,7,2,0
MidiPlugin:LoadFromXml,6,2,1
MidiPlugin:DisposePlugin,9,3,1
MidiPlugin:onMessage,6,2,1
ExecutorWindowHelper:ExecutorWindowHelper,9,1,1
ExecutorWindowHelper:Establish,23,4,1
ExecutorWindowHelper:Cleanup,15,3,0
ExecutorWindowHelper:HandleCurrentExecutorPageChanged,16,4,2
ExecutorWindowHelper:Clear,7,2,0
ExecutorWindowHelper:ExecutorWindowPgUp,10,3,1
ExecutorWindowHelper:AttachInputChannel,43,1,11
ExecutorWindowHelper:CanAttachInputChannel,18,2,2
ExecutorWindowHelper:DetachInputChannel,2,1,2
ExecutorWindowHelper:CreateDynamicExecutorInfo,25,2,0
ExecutorWindowHelper:GetDynamicExecutorByMetadata,5,1,2
ExecutorWindowHelper:LoadExecutor,9,2,2
ExecutorWindowHelper:SaveExecutors,10,2,0
ExecutorWindowHelper:RegisterSettings,9,2,0
ExecutorWindowHelper:HandleSettingChanged,6,2,2
Extensions:ForEach,5,2,2
LinkChangedHandler:LinkChangedHandler,3,1,1
LinkChangedHandler:Clear,6,2,0
LinkChangedHandler:Update,79,24,6
