Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MonoDevelop.Debugger.Win32,CorDebuggerEngine,C:\research\architectureSmells\repos\mono_monodevelop\main\src\addins\MonoDevelop.Debugger.Win32\MonoDevelop.Debugger.Win32\CorDebuggerEngine.cs,CreateDebuggerStartInfo,The length of the statement  "					throw new UserException (string.Format ("The \"{0}\" web server cannot be started. Please ensure that it is installed."' xspName)' null); " is 137.
