Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Scs,Hik.Communication.Scs.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Client' Hik.Communication.Scs.Communication.EndPoints,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint
Cyclic Dependency,Scs,Hik.Communication.Scs.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Client' Hik.Communication.Scs.Communication.EndPoints' Hik.Communication.Scs.Communication.Channels,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel
Cyclic Dependency,Scs,Hik.Communication.Scs.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Client' Hik.Communication.Scs.Communication.EndPoints.Tcp' Hik.Communication.Scs.Communication.EndPoints' Hik.Communication.Scs.Communication.Channels,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel
Cyclic Dependency,Scs,Hik.Communication.Scs.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Client' Hik.Communication.Scs.Client.Tcp' Hik.Communication.Scs.Communication.EndPoints.Tcp' Hik.Communication.Scs.Communication.EndPoints' Hik.Communication.Scs.Communication.Channels,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel,Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory' Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel
Cyclic Dependency,Scs,Hik.Communication.Scs.Client.Tcp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Client.Tcp' Hik.Communication.Scs.Communication.EndPoints.Tcp,Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint,Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint
Cyclic Dependency,Scs,Hik.Communication.Scs.Client.Tcp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Client.Tcp' Hik.Communication.Scs.Communication.EndPoints.Tcp' Hik.Communication.Scs.Communication.Channels.Tcp,Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.Channels.Tcp.TcpCommunicationChannel,Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.Channels.Tcp.TcpCommunicationChannel
Cyclic Dependency,Scs,Hik.Communication.Scs.Client.Tcp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Client.Tcp' Hik.Communication.Scs.Communication.EndPoints.Tcp' Hik.Communication.Scs.Communication.EndPoints' Hik.Communication.Scs.Client,Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory,Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory
Cyclic Dependency,Scs,Hik.Communication.Scs.Communication.Channels.Tcp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Communication.Channels.Tcp' Hik.Communication.Scs.Client.Tcp' Hik.Communication.Scs.Communication.EndPoints.Tcp' Hik.Communication.Scs.Communication.EndPoints,Hik.Communication.Scs.Communication.Channels.Tcp.TcpCommunicationChannel' Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint,Hik.Communication.Scs.Communication.Channels.Tcp.TcpCommunicationChannel' Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint
Cyclic Dependency,Scs,Hik.Communication.Scs.Communication.Channels.Tcp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Communication.Channels.Tcp' Hik.Communication.Scs.Client.Tcp' Hik.Communication.Scs.Communication.EndPoints.Tcp' Hik.Communication.Scs.Communication.EndPoints' Hik.Communication.Scs.Communication.Channels,Hik.Communication.Scs.Communication.Channels.Tcp.TcpCommunicationChannel' Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel,Hik.Communication.Scs.Communication.Channels.Tcp.TcpCommunicationChannel' Hik.Communication.Scs.Client.Tcp.ScsTcpClient' Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Communication.Channels.CommunicationChannelBase' Hik.Communication.Scs.Communication.Channels.ICommunicationChannel
Cyclic Dependency,Scs,Hik.Communication.Scs.Communication.EndPoints.Tcp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Hik.Communication.Scs.Communication.EndPoints.Tcp' Hik.Communication.Scs.Communication.EndPoints' Hik.Communication.Scs.Client,Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory,Hik.Communication.Scs.Communication.EndPoints.Tcp.ScsTcpEndPoint' Hik.Communication.Scs.Communication.EndPoints.ScsEndPoint' Hik.Communication.Scs.Client.ClientReConnecter' Hik.Communication.Scs.Client.IScsClient' Hik.Communication.Scs.Client.ScsClientBase' Hik.Communication.Scs.Client.ScsClientFactory
