Implementation smell,Namespace,Class,File,Method,Description
Magic Number,SynchronizedClient,Program,C:\repos\hikalkan_scs\samples\SimpleMessaging\SynchronizedClient\Program.cs,Main,The following statement contains a magic number: using (var client = ScsClientFactory.CreateClient (new ScsTcpEndPoint ("127.0.0.1"' 10085))) {  	//Create a SynchronizedMessenger that uses the client as internal messenger.  	using (var synchronizedMessenger = new SynchronizedMessenger<IScsClient> (client)) {  		synchronizedMessenger.Start ();  		//Start synchronized messenger messenger  		client.Connect ();  		//Connect to the server  		Console.Write ("Write some message to be sent to server: ");  		var messageText = Console.ReadLine ();  		//Get a message from user  		//Send a message to the server  		synchronizedMessenger.SendMessage (new ScsTextMessage (messageText));  		//Receive a message from the server  		var receivedMessage = synchronizedMessenger.ReceiveMessage<ScsTextMessage> ();  		Console.WriteLine ("Response to message: " + (receivedMessage.Text));  		Console.WriteLine ("Press enter to disconnect from server...");  		Console.ReadLine ();  		//Wait user to press enter  	}  }  
