Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ServiceStack.Logging.Elmah,ElmahInterceptingLogger,C:\repos\ServiceStackV3_ServiceStack.Logging\src\ServiceStack.Logging.Elmah\ElmahInterceptingLogger.cs,Error,The length of the statement  "				ErrorLog.GetDefault(HttpContext.Current).Log(new Error(new System.ApplicationException(message.ToString())' HttpContext.Current)); " is 130.
Long Statement,ServiceStack.Logging.Elmah,ElmahInterceptingLogger,C:\repos\ServiceStackV3_ServiceStack.Logging\src\ServiceStack.Logging.Elmah\ElmahInterceptingLogger.cs,ErrorFormat,The length of the statement  "				ErrorLog.GetDefault(HttpContext.Current).Log(new Error(new System.ApplicationException(string.Format(format' args))' HttpContext.Current)); " is 139.
Long Statement,ServiceStack.Logging.Elmah,ElmahInterceptingLogger,C:\repos\ServiceStackV3_ServiceStack.Logging\src\ServiceStack.Logging.Elmah\ElmahInterceptingLogger.cs,Fatal,The length of the statement  "				ErrorLog.GetDefault(HttpContext.Current).Log(new Error(new System.ApplicationException(message.ToString())' HttpContext.Current)); " is 130.
Long Statement,ServiceStack.Logging.Elmah,ElmahInterceptingLogger,C:\repos\ServiceStackV3_ServiceStack.Logging\src\ServiceStack.Logging.Elmah\ElmahInterceptingLogger.cs,FatalFormat,The length of the statement  "				ErrorLog.GetDefault(HttpContext.Current).Log(new Error(new System.ApplicationException(string.Format(format' args))' HttpContext.Current)); " is 139.
