Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
InformationLogController,0,1,1,0,1,11,1,0,1,0,1,0
WarningLogController,0,1,1,0,1,11,1,0,1,0,1,0
ErrorLogController,0,1,1,0,1,11,1,0,1,0,1,0
TraceLogController,0,1,1,0,1,11,1,0,1,0,1,0
HomeController,1,3,0,0,3,47,13,0,0,0.67,0,0
LogControllerBase,2,7,1,0,3,51,9,4,0,0.71,4,0
CorsHandler,6,1,0,0,0,41,5,0,0,0,0,1
LogEntry,0,0,9,0,0,39,0,0,0,0,0,2
Severity,0,0,0,0,0,7,0,0,0,0,0,1
RaveLogHttpTransport,2,4,0,0,3,60,4,0,1,0,3,1
WindsorDependencyResolver,1,5,0,0,5,26,6,0,0,1,1,1
WindsorDependencyScope,3,5,0,0,4,43,9,0,0,1,0,1
Program,1,1,0,1,0,12,1,0,0,0,1,3
RaveLogServiceControl,1,2,0,0,2,20,2,0,0,0,3,1
LogTransport,1,3,0,1,3,14,3,1,0,0.67,1,7
LogTransportHub,0,3,1,0,3,27,4,0,0,0,2,1
