Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WPFQuickStart,MainWindow,C:\repos\jtabadero_ZumoContrib\WPFQuickStart\MainWindow.xaml.cs,ButtonPull_Click,The length of the statement  "		MessageBox.Show ("Pull failed: " + pullException.Message + "\n\nIf you are in an offline scenario' " + "try your Pull again when connected with your Mobile Service."); " is 167.
Long Statement,WPFQuickStart,MainWindow,C:\repos\jtabadero_ZumoContrib\WPFQuickStart\MainWindow.xaml.cs,ButtonPush_Click,The length of the statement  "		MessageBox.Show (errorString + "\n\nIf you are in an offline scenario' " + "try your Push again when connected with your Mobile Serice."); " is 138.
