Method,LOC,CC,PC
BuilderConfigUtils:BuilderConfigUtils,4,1,2
BuilderConfigUtils:GetConfig,45,16,2
BuilderConfigUtils:CreateConfigFile,37,5,9
BuilderCodeGenerator:BuilderCodeGenerator,9,1,7
BuilderCodeGenerator:Execute,98,12,0
BuilderCodeGenerator:CreateGenericListBuilder,40,1,1
BuilderCodeGenerator:GetAssemblyTypes,18,4,2
BuilderCodeGenerator:GetNamespace,8,2,2
BuilderCodeGenerator:GetNamespaces,10,2,2
BuilderCodeGenerator:GetComments,12,1,0
BuilderCodeGenerator:GetListItemType,13,3,1
BuilderCodeGenerator:GetCodeFilePath,10,2,3
IBuilderConfigUtils:GetConfig,1,1,2
IBuilderConfigUtils:CreateConfigFile,1,1,7
IBuilderCodeGenerator:Execute,1,1,0
BuilderAssembly:BuilderAssembly,3,1,0
BuilderConfig:BuilderConfig,3,1,0
BuilderResult:BuilderResult,4,1,1
BuilderType:BuilderType,3,1,0
