Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,ContactSegmentSample,ContactSegmentHelper,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\ContactSegmentHelper.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,ContactSegmentSample.Models.Conditions,NumericValueCondition,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\Conditions\NumericValueCondition.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: id' operator' type' value
Unnecessary Abstraction,ContactSegmentSample.Models.Conditions,Condition,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\Conditions\Condition.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: id' type
Unutilized Abstraction,ContactSegmentSample.Models.Conditions,ConditionOperator,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\Conditions\ConditionOperator.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,ContactSegmentSample.Models.Conditions,DateValueCondition,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\Conditions\DateValueCondition.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: id' operator' type' value
Unnecessary Abstraction,ContactSegmentSample.Models.Conditions,TextLengthCondition,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\Conditions\TextLengthCondition.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: maximum' minimum
Unnecessary Abstraction,ContactSegmentSample.Models.Conditions,ValueCondition,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\Conditions\ValueCondition.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Unnecessary Abstraction,ContactSegmentSample.Models,DateValue,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\DateValue.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Unutilized Abstraction,ContactSegmentSample.Models,DateValue,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\DateValue.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,ContactSegmentSample.Models,RelativeDate,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\RelativeDate.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: id' offset' timePeriod' type
Unnecessary Abstraction,ContactSegmentSample.Models,ContactFilterSegmentElement,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\ContactFilterSegmentElement.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: type' filter
Unnecessary Abstraction,ContactSegmentSample.Models,RequestObjectList,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\RequestObjectList.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: elements' total' pageSize' page
Unnecessary Abstraction,ContactSegmentSample.Models,SegmentElement,D:\newReposJune17\fredsakr_eloqua-samples\segment-helper\ContactSegmentSample\Models\SegmentElement.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: count' name' id' isIncluded' lastCalculatedAt
