Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ClinImIm.Presentation.Views,ShellWindow,C:\repos\nootn_ClinImIm\Trunk\ClinImIm.Presentation\Views\ShellWindow.xaml.cs,ErrorChangedHandler,The length of the statement  "		Tuple<object' ValidationError> error = errors.FirstOrDefault (err => err.Item1 == e.OriginalSource && err.Item2 == e.Error); " is 124.
Long Statement,ClinImIm.Presentation,App,C:\repos\nootn_ClinImIm\Trunk\ClinImIm.Presentation\App.xaml.cs,HandleException,The length of the statement  "		MessageBox.Show (string.Format (CultureInfo.CurrentCulture' Presentation.Properties.Resources.UnknownError' e)' ApplicationInfo.ProductName' MessageBoxButton.OK' MessageBoxImage.Error); " is 185.
