Implementation smell,Namespace,Class,File,Method,Description
Magic Number,PlayReady,Program,D:\research\architectureSmells\repos\Azure-Readiness_DevCamp\Presentation\Media\Demo3\source\PlayReady\PlayReady\Program.cs,CreateSmoothStreamEncryptedWithPlayReady,The following statement contains a magic number: context.Locators.Create(  					LocatorType.OnDemandOrigin'  					job.OutputMediaAssets[0]'  					AccessPermissions.Read'  					TimeSpan.FromDays(30));
