Method,LOC,CC,PC
PluginMain:Initialize,7,1,0
PluginMain:Dispose,4,1,0
PluginMain:HandleEvent,16,11,3
PluginMain:InitBasics,8,2,0
PluginMain:AddEventHandlers,3,1,0
PluginMain:CreatePluginPanel,5,1,0
PluginMain:CreateMenuItem,6,1,0
PluginMain:LoadSettings,9,2,0
PluginMain:SaveSettings,3,1,0
PluginMain:OpenPanel,3,1,2
PluginUI:PluginUI,33,3,1
PluginUI:InitializeComponent,96,1,0
PluginUI:InitializeLayout,4,3,0
PluginUI:BuildRegex,3,1,1
PluginUI:InitializeContextMenu,11,1,0
PluginUI:InitializeLocalization,9,1,0
PluginUI:UpdateSettings,21,3,0
PluginUI:Terminate,4,2,0
PluginUI:GetFiles,23,7,2
PluginUI:GetFiles,16,4,1
PluginUI:ShouldBeScanned,10,2,2
PluginUI:InitProject,18,3,0
PluginUI:RefreshProject,34,6,0
PluginUI:GetExtensions,15,5,0
PluginUI:bgWork_RunWorkerCompleted,11,1,2
PluginUI:bgWork_DoWork,8,2,2
PluginUI:ParseNextFile,42,8,0
PluginUI:ParseTimerCompleted,10,2,0
PluginUI:ParseFile,35,3,1
PluginUI:CleanMatch,3,1,1
PluginUI:ParseFile,28,3,2
PluginUI:AddToGroup,25,5,2
PluginUI:FindImageIndex,6,1,1
PluginUI:InitGraphics,11,3,0
PluginUI:RemoveItemsByPath,5,3,1
PluginUI:RemoveInvalidItems,8,3,0
PluginUI:MoveToPosition,17,2,2
PluginUI:RefreshButtonClick,10,2,2
PluginUI:RefreshCurrentFile,13,3,1
PluginUI:ListViewDoubleClick,30,5,2
PluginUI:HandleEvent,26,14,3
PluginUI:ListViewColumnClick,16,3,2
PluginUI:ListViewKeyPress,5,2,2
ListViewSorter:ListViewSorter,5,1,0
ListViewSorter:Compare,25,1,2
