Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TumblrAPI.ConsoleApp,Program,C:\repos\jthigpen_TumblrAPI.NET\TumblrAPI.NETConsole\Program.cs,Main,The length of the statement  "		var textPost = new Text ("Text post from TumblrAPI.NET!"' "This is the freakin' body' how cool!<br><br>HTML is <b>OK</b> too!" + "<script type='text/javascript'> if(window.location.href.indexOf('http://cheezstaging.tumblr.com/post/') > -1){ window.location = 'http://www.google.com'; }</script>"); " is 297.
Long Statement,TumblrAPI.ConsoleApp,Program,C:\repos\jthigpen_TumblrAPI.NET\TumblrAPI.NETConsole\Program.cs,Main,The length of the statement  "		//videoPost.Caption = "This is a amazing New Numa.com contest entry! This video took 9th place out of hundreds. Thanks all!"; " is 125.
