Method,LOC,CC,PC
BochsSupport:BochsSupport,3,1,0
BochsSupport:ExtractBochsDebugSymbols,33,1,2
BochsSupport:FindBochsExe,43,1,0
BuildProperties:BuildProperties,18,4,0
BuildProperties:SaveProfile,15,4,1
BuildProperties:LoadProfile,68,5,1
BuildProperties:DeleteProfile,6,2,1
CosmosPaths:CheckPath,3,1,2
CosmosPaths:CheckPath,7,2,1
CosmosPaths:CosmosPaths,38,1,0
CosmosPaths:Initialize,2,1,0
EnumHelper:GetDescription,5,1,1
EnumValue:Parse,13,3,2
EnumValue:Find,13,4,2
EnumValue:GetEnumValues,24,4,2
EnumValue:EnumValue,2,1,0
EnumValue:EnumValue,3,1,1
EnumValue:ToString,7,2,0
ExtensionMethods:Sum,12,3,1
IsoMaker:Generate,31,2,2
IsoMaker:Quote,3,1,1
ProcessExtension:LaunchApplication,18,2,3
PropertiesBase:GetProperties,8,2,0
PropertiesBase:Reset,3,1,0
PropertiesBase:SetProperty,10,2,2
PropertiesBase:SetProperty,3,1,2
PropertiesBase:GetProperty,3,1,1
PropertiesBase:GetProperty,8,2,2
PropertiesBase:GetProperty,56,3,2
UsbMaker:Generate,22,1,2
