Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics' Orvid.Graphics.Shapes,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.Shapes.ShapedImage,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.Shapes.ShapedImage
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics' Orvid.Graphics.FontSupport.bdf' Orvid.Graphics.FontSupport,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics' Orvid.Graphics.FontSupport' Orvid.Graphics.FontSupport.bdf' Orvid.Graphics.FontSupport,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.FontSupport.bdf.BDFFont,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.FontSupport.bdf.BDFFont
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics' Orvid.Graphics.FontSupport.bdf' Orvid.Graphics.FontSupport' Orvid.Graphics.FontSupport.bdf' Orvid.Graphics.FontSupport,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager,Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics.FontSupport.bdf,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics.FontSupport.bdf' Orvid.Graphics.FontSupport,Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager,Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics.FontSupport.bdf,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics.FontSupport.bdf' Orvid.Graphics.FontSupport' Orvid.Graphics' Orvid.Graphics.Shapes' Orvid.Graphics,Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.Shapes.ShapedImage,Orvid.Graphics.FontSupport.bdf.BDFFont' Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.Shapes.ShapedImage
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics.FontSupport,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics.FontSupport' Orvid.Graphics,Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image,Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image
Cyclic Dependency,Orvid.Graphics,Orvid.Graphics.FontSupport,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Orvid.Graphics.FontSupport' Orvid.Graphics' Orvid.Graphics.Shapes' Orvid.Graphics,Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.Shapes.ShapedImage,Orvid.Graphics.FontSupport.DefaultFontManager' Orvid.Graphics.AnimatedImage' Orvid.Graphics.Image' Orvid.Graphics.Shapes.ShapedImage
Unstable Dependency,Orvid.Graphics,Orvid.Graphics,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orvid.Graphics.Shapes' Orvid.Graphics.FontSupport,Orvid.Graphics.Shape' Orvid.Graphics.Font' Orvid.Graphics.FontStyle' Orvid.Graphics.FontManager,Orvid.Graphics.Shape' Orvid.Graphics.Font' Orvid.Graphics.FontStyle' Orvid.Graphics.FontManager
Unstable Dependency,Orvid.Graphics,Orvid.Graphics.FontSupport,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Orvid.Graphics.FontSupport.bdf,Orvid.Graphics.FontSupport.BDFFont,Orvid.Graphics.FontSupport.BDFFont
God Component,Orvid.Graphics,Orvid.Graphics.ImageFormats,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 59,Orvid.Graphics.ImageFormats.BmpInternals' Orvid.Graphics.ImageFormats.BmpCompression' Orvid.Graphics.ImageFormats.BmpFileHeader' Orvid.Graphics.ImageFormats.BmpInfoHeader' Orvid.Graphics.ImageFormats.PixelFormat' Orvid.Graphics.ImageFormats.DisposalMethod' Orvid.Graphics.ImageFormats.GifImageDescriptor' Orvid.Graphics.ImageFormats.GifLogicalScreenDescriptor' Orvid.Graphics.ImageFormats.GifGraphicsControlExtension' Orvid.Graphics.ImageFormats.PcxVersion' Orvid.Graphics.ImageFormats.PcxPaletteType' Orvid.Graphics.ImageFormats.PcxEncoding' Orvid.Graphics.ImageFormats.PcxId' Orvid.Graphics.ImageFormats.PngChunkTypes' Orvid.Graphics.ImageFormats.PngChunk' Orvid.Graphics.ImageFormats.PngHeader' Orvid.Graphics.ImageFormats.IH_ColorMask' Orvid.Graphics.ImageFormats.IH_Compression' Orvid.Graphics.ImageFormats.VbpFileHeader' Orvid.Graphics.ImageFormats.VbpInformationHeader' Orvid.Graphics.ImageFormats.FormatManager' Orvid.Graphics.ImageFormats.GifSupport' Orvid.Graphics.ImageFormats.BmpImage' Orvid.Graphics.ImageFormats.ImageFormat' Orvid.Graphics.ImageFormats.JpegImage' Orvid.Graphics.ImageFormats.PcxImage' Orvid.Graphics.ImageFormats.PcxInternals' Orvid.Graphics.ImageFormats.PcxByteReader' Orvid.Graphics.ImageFormats.PcxIndexReader' Orvid.Graphics.ImageFormats.PcxRawByteReader,Orvid.Graphics.ImageFormats.BmpImage' Orvid.Graphics.ImageFormats.BmpInternals' Orvid.Graphics.ImageFormats.BmpDecoder' Orvid.Graphics.ImageFormats.BmpEncoder' Orvid.Graphics.ImageFormats.BmpCompression' Orvid.Graphics.ImageFormats.BmpFileHeader' Orvid.Graphics.ImageFormats.BmpInfoHeader' Orvid.Graphics.ImageFormats.DdsImage' Orvid.Graphics.ImageFormats.DDSImage' Orvid.Graphics.ImageFormats.PixelFormat' Orvid.Graphics.ImageFormats.FormatManager' Orvid.Graphics.ImageFormats.GifSupport' Orvid.Graphics.ImageFormats.DisposalMethod' Orvid.Graphics.ImageFormats.GifDecoder' Orvid.Graphics.ImageFormats.GifImageDescriptor' Orvid.Graphics.ImageFormats.GifLogicalScreenDescriptor' Orvid.Graphics.ImageFormats.GifGraphicsControlExtension' Orvid.Graphics.ImageFormats.LZWDecoder' Orvid.Graphics.ImageFormats.ImageFormat' Orvid.Graphics.ImageFormats.JpegImage' Orvid.Graphics.ImageFormats.OIFImage' Orvid.Graphics.ImageFormats.PcxImage' Orvid.Graphics.ImageFormats.PcxInternals' Orvid.Graphics.ImageFormats.PcxByteReader' Orvid.Graphics.ImageFormats.PcxByteWriter' Orvid.Graphics.ImageFormats.PcxHeader' Orvid.Graphics.ImageFormats.PcxIndexReader' Orvid.Graphics.ImageFormats.PcxIndexWriter' Orvid.Graphics.ImageFormats.PcxPalette' Orvid.Graphics.ImageFormats.PcxRawByteReader' Orvid.Graphics.ImageFormats.PcxRawByteWriter' Orvid.Graphics.ImageFormats.PcxRleByteReader' Orvid.Graphics.ImageFormats.PcxRleByteWriter' Orvid.Graphics.ImageFormats.PcxVersion' Orvid.Graphics.ImageFormats.PcxPaletteType' Orvid.Graphics.ImageFormats.PcxEncoding' Orvid.Graphics.ImageFormats.PcxId' Orvid.Graphics.ImageFormats.PngImage' Orvid.Graphics.ImageFormats.PngEncoder' Orvid.Graphics.ImageFormats.PngDecoder' Orvid.Graphics.ImageFormats.ColorReader' Orvid.Graphics.ImageFormats.GrayscaleReader' Orvid.Graphics.ImageFormats.PaletteIndexReader' Orvid.Graphics.ImageFormats.TrueColorReader' Orvid.Graphics.ImageFormats.PngChunkTypes' Orvid.Graphics.ImageFormats.PngChunk' Orvid.Graphics.ImageFormats.PngColorTypeInformation' Orvid.Graphics.ImageFormats.PngHeader' Orvid.Graphics.ImageFormats.PnmFamilyImage' Orvid.Graphics.ImageFormats.TgaImage' Orvid.Graphics.ImageFormats.TiffImage' Orvid.Graphics.ImageFormats.VbpImage' Orvid.Graphics.ImageFormats.VbpFile' Orvid.Graphics.ImageFormats.IH_ColorMask' Orvid.Graphics.ImageFormats.IH_Compression' Orvid.Graphics.ImageFormats.VbpFileHeader' Orvid.Graphics.ImageFormats.VbpInformationHeader' Orvid.Graphics.ImageFormats.XpmImage' Orvid.Graphics.ImageFormats.XpmInternals
