Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,NppPluginNET,PluginBase,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETBase.cs,SetCommand,The method has 5 parameters. Parameters: index' commandName' functionPointer' shortcut' checkOnInit
Magic Number,CMcG.CodeAlignment,Main,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\Main.cs,SetupCommands,The following statement contains a magic number: SetCommand( 2' "Align by equals equals"' x => x.AlignBy("=="));
Magic Number,CMcG.CodeAlignment,Main,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\Main.cs,SetupCommands,The following statement contains a magic number: SetCommand( 3' "Align by m_"'            x => x.AlignBy(Key.M));
Magic Number,CMcG.CodeAlignment,Main,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\Main.cs,SetupCommands,The following statement contains a magic number: SetCommand( 4' "Align by quote (\")"'    x => x.AlignBy(Key.Quotes));
Magic Number,CMcG.CodeAlignment,Main,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\Main.cs,SetupCommands,The following statement contains a magic number: SetCommand( 5' "Align by period"'        x => x.AlignBy(Key.Period));
Magic Number,CMcG.CodeAlignment,Main,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\Main.cs,SetupCommands,The following statement contains a magic number: SetCommand( 6' "Align by space"'         x => x.AlignBy(Key.Space));
Magic Number,CMcG.CodeAlignment,Main,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\Main.cs,SetupCommands,The following statement contains a magic number: SetCommand( 6' "Align from caret"'       x => x.AlignByDialog(alignFromCaret:true));
Magic Number,CMcG.CodeAlignment,Main,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\Main.cs,SetupCommands,The following statement contains a magic number: SetCommand(99' "Align by key"'           x => x.AlignByKey()'    new ShortcutKey(true' false' false' Keys.Oemplus));
Magic Number,NppPluginNET,FuncItems,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETHelper.cs,Add,The following statement contains a magic number: ptrPosNewItem = (IntPtr)(ptrPosNewItem.ToInt64() + 128);
Magic Number,NppPluginNET,FuncItems,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETHelper.cs,Add,The following statement contains a magic number: ptrPosNewItem = (IntPtr)(ptrPosNewItem.ToInt64() + 4);
Magic Number,NppPluginNET,FuncItems,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETHelper.cs,Add,The following statement contains a magic number: ptrPosNewItem = (IntPtr)(ptrPosNewItem.ToInt64() + 4);
Magic Number,NppPluginNET,FuncItems,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETHelper.cs,Add,The following statement contains a magic number: IntPtr newShortCutKey = Marshal.AllocHGlobal(4);
Magic Number,NppPluginNET,FuncItems,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETHelper.cs,RefreshItems,The following statement contains a magic number: ptrPosItem = (IntPtr)(ptrPosItem.ToInt64() + 128);
Magic Number,NppPluginNET,FuncItems,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETHelper.cs,RefreshItems,The following statement contains a magic number: ptrPosItem = (IntPtr)(ptrPosItem.ToInt64() + 4);
Magic Number,NppPluginNET,FuncItems,D:\research\architectureSmells\repos\cpmcgrath_codealignment\CodeAlignment.Npp\NppPluginNETHelper.cs,RefreshItems,The following statement contains a magic number: ptrPosItem = (IntPtr)(ptrPosItem.ToInt64() + 4);
