Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Rolcore.Repository.LinqImpl,LinqRepositoryWriter,C:\repos\Rollins_Rolcore\src\Rolcore.Repository.LinqImpl\LinqRepositoryWriter.cs,SubmitChanges,The method has 5 parameters.
Long Statement,Rolcore.Repository.LinqImpl,LinqRepositoryBase,C:\repos\Rollins_Rolcore\src\Rolcore.Repository.LinqImpl\LinqRepositoryBase.cs,GetTable,The length of the statement  "		throw new InvalidOperationException (string.Format ("{0} does not contain a table for type {1}"' context.GetType ()' typeof(TItem))); " is 133.
Long Statement,Rolcore.Repository.LinqImpl,LinqRepositoryWriter,C:\repos\Rollins_Rolcore\src\Rolcore.Repository.LinqImpl\LinqRepositoryWriter.cs,SubmitChanges,The length of the statement  "		var result = changes.Inserts.Where (insert => insert.GetType () == itemType).Union (changes.Updates.Where (update => update.GetType () == itemType)).Union (changes.Deletes.Where (delete => delete.GetType () == itemType)).Cast<TItem> ().ToArray (); " is 247.
