Implementation smell,Namespace,Class,File,Method,Description
Magic Number,PusherRESTDotNet,PusherProvider,D:\research\architectureSmells\repos\grahamscott_pusherrestdotnet\PusherRESTDotNet\PusherProvider.cs,GetQueryString,The following statement contains a magic number: var output = String.Format("auth_key={0}&auth_timestamp={1}&auth_version=1.0&body_md5={2}&name={3}"'  										_applicationKey'  										(int)((DateTime.UtcNow - new DateTime(1970'1'1)).TotalSeconds)'  										GetMd5Hash(request.JsonData)'  										request.EventName);
