Method,LOC,CC,PC
App:App,4,1,0
App:OnStart,3,1,0
App:OnSleep,3,1,0
App:OnResume,3,1,0
MainPage:MainPage,12,1,0
MainPage:browseButton_Clicked,3,1,2
AdalCallback:Log,3,1,2
AdalCallback:DrainLogs,5,1,0
SecondPage:SecondPage,30,1,0
SecondPage:acquireTokenSilentButton_Clicked,16,2,2
SecondPage:browseButton_Clicked,16,2,2
SecondPage:clearButton_Clicked,7,1,2
