Method,LOC,CC,PC
PersonalFinanceModelInspector:IsEntity,3,1,1
AccountClassMapping:AccountClassMapping,37,1,28
BankClassMapping:BankClassMapping,24,1,14
CreditCardClassMapping:CreditCardClassMapping,14,1,9
DebitCardClassMapping:DebitCardClassMapping,13,1,7
CardClassMapping:CardClassMapping,14,1,5
EntryClassMapping:EntryClassMapping,24,1,11
ProductClassMapping:ProductClassMapping,17,1,7
ServiceClassMapping:ServiceClassMapping,27,1,11
TransferPaymentClassMapping:TransferPaymentClassMapping,15,1,7
BankSlipPaymentClassMapping:BankSlipPaymentClassMapping,27,1,11
CheckPaymentClassMapping:CheckPaymentClassMapping,14,1,15
CreditCardPaymentClassMapping:CreditCardPaymentClassMapping,12,1,11
DebitCardPaymentClassMapping:DebitCardPaymentClassMapping,8,1,3
CashPaymentClassMapping:CashPaymentClassMapping,7,1,1
CategoryClassMapping:CategoryClassMapping,22,1,9
CurrencyClassMapping:CurrencyClassMapping,26,1,10
ExchangeClassMapping:ExchangeClassMapping,21,1,8
PaymentClassMapping:PaymentClassMapping,23,1,11
IncomeClassMapping:IncomeClassMapping,27,1,10
ExpenseClassMapping:ExpenseClassMapping,33,1,12
