Implementation smell,Namespace,Class,File,Method,Description
Magic Number,BasicNHibernate,Program,C:\repos\ggodas_BasicNhibernate\BasicNHibernate\Program.cs,CriarUsuario,The following statement contains a magic number: return new Usuario {  	Nome = "Phulano"'  	Endereco = "Rua XXX' yyy"'  	Idade = 20  };  
