Implementation smell,Namespace,Class,File,Method,Description
Magic Number,AdvancedQueries,SortingExemple,C:\repos\diegocaxito_LuceneTest\src\LuceneStudyTests\AdvancedQueries\SortingExemple.cs,DisplayResults,The following statement contains a magic number: using (var indexSearcher = new IndexSearcher (directory' true)) {  	indexSearcher.SetDefaultFieldSortScoring (true' false);  	var results = indexSearcher.Search (query' null' 20' sort);  	Console.WriteLine ("\nResults for: {0} sorted by {1}"' query' sort);  	Console.WriteLine ();  }  
