Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Castle.Facilities.FactorySupport,FactoryActivator,D:\research\architectureSmells\repos\castleproject_Castle.Windsor-READONLY\src\Castle.Facilities.FactorySupport\FactoryActivator.cs,Create,The method has 5 parameters. Parameters: factoryInstance' factoryId' instanceCreateMethod' factoryCreate' context
Long Statement,Castle.Facilities.FactorySupport,FactorySupportFacility,D:\research\architectureSmells\repos\castleproject_Castle.Windsor-READONLY\src\Castle.Facilities.FactorySupport\FactorySupportFacility.cs,AddFactoryComponent,The length of the statement  "			var serviceModel = Kernel.ComponentModelBuilder.BuildModel(new ComponentName(serviceKey' true)' new[] { serviceType }' factoryType' null); " is 138.
Complex Conditional,Castle.Facilities.FactorySupport,FactorySupportFacility,D:\research\architectureSmells\repos\castleproject_Castle.Windsor-READONLY\src\Castle.Facilities.FactorySupport\FactorySupportFacility.cs,Kernel_ComponentModelCreated,The conditional expression  "(factoryId != null && factoryCreate == null) ||  			    (factoryId == null && factoryCreate != null)"  is complex.
