Method,LOC,CC,PC
CreateItem:Execute,118,94,0
ItemProperties:ItemProperties,3,1,0
ItemProperties:Form2_Load,2,1,2
ItemProperties:button1_Click,10,1,2
ItemProperties:TriggerTexture_Click,22,2,2
ItemProperties:label1_Click,2,1,2
ItemProperties:RemoteTexture_TextChanged,2,1,2
ItemProperties:comboBox1_SelectedIndexChanged,2,1,2
ItemProperties:ItemType_SelectedIndexChanged,2,1,2
ItemProperties:checkBox4_CheckedChanged,2,1,2
ItemProperties:label9_Click,2,1,2
ItemProperties:label23_Click,2,1,2
Program:Main,5,1,0
Resources:Resources,2,1,0
