Implementation smell,Namespace,Class,File,Method,Description
Missing Default,Susanoo.SqlServer,EnumerableExtensions,C:\repos\psibernetic_Susanoo\src\Susanoo.SqlServer\EnumerableExtensions.cs,AddCompilationInfo,The following switch statement is missing a default case: switch (props[index].MemberType)                  {                      case MemberTypes.Property:                          coercionParameter.DbType = CommandManager.GetDbType(((PropertyInfo)prop).PropertyType) ??                                                     DbType.Object;                          break;                      case MemberTypes.Field:                          coercionParameter.DbType = CommandManager.GetDbType(((FieldInfo)prop).FieldType) ??                                                     DbType.Object;                          break;                  }
Missing Default,Susanoo.SqlServer,EnumerableExtensions,C:\repos\psibernetic_Susanoo\src\Susanoo.SqlServer\EnumerableExtensions.cs,AddCompilationInfo,The following switch statement is missing a default case: switch (mi.MemberType)                  {                      case MemberTypes.Property:                          bodyExpressions.Add(Expression.Call(recordVariable' SetValueMethodInfo'                              new Expression[]                                  {                                      Expression.Constant(index' typeof (int))'                                      Expression.Convert(Expression.Property(castedItemParameter' itemType' mi.Name)'                                          typeof (object))                                  }));                            break;                      case MemberTypes.Field:                          bodyExpressions.Add(Expression.Call(recordVariable' SetValueMethodInfo'                              new Expression[]                                  {                                      Expression.Constant(index' typeof (int))'                                      Expression.Convert(Expression.Field(castedItemParameter' itemType' mi.Name)'                                          typeof (object))                                  }));                          break;                  }
