Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Susanoo.Transforms,Transforms,C:\repos\psibernetic_Susanoo\src\Susanoo.Transforms\Transforms.cs,WhereFilter,The length of the statement  "				new WhereFilterTransformFactory<TFilter' TResult>(processor' optionsObject != null ? optionsObject.ToExpando() : new ExpandoObject()) " is 133.
