Implementation smell,Namespace,Class,File,Method,Description
Magic Number,WebClientTest,MainActivity,D:\research\architectureSmells\repos1\sami1971_SimplyMobile\Android\Tests\WebClientTest\MainActivity.cs,OnCreate,The following statement contains a magic number: button.Click += delegate              {                  var data = new Data()                  {                      Name = "Sami"'                      Count = 99                  };                    this.webHybrid.InjectJavaScript(string.Format("Native(\"test\"' {0})"' serializer.Serialize(data)));                    this.webHybrid.CallJsFunction("Native"' "test"' data);                    this.webHybrid.CallJsFunction("alert"' "test");              };
